source_center,destination_center,mean_delay_ratio,delay_variance,avg_distance,avg_actual_time,sla_breach_rate,trip_count
22,20,3.3549783549783547,0.6851873325087611,11.1759,33.1,1.0,20
23,25,3.449539993018254,3.9408795851038136,22.329922222222223,65.44444444444444,1.0,9
24,18,2.242063492063492,0.5390126343747375,9.667453846153846,16.615384615384617,1.0,13
25,6,2.292466366215802,2.7382339719931066,32.411976470588236,77.08823529411765,0.9705882352941176,34
26,25,1.7552422723475356,0.12474228438682333,18.691566666666667,29.166666666666668,1.0,6
27,6,2.3274187499232184,1.68355100743219,27.804429824561403,61.22222222222222,1.0,171
28,6,1.611277244266898,0.08319493228817965,36.06767916666667,54.75,0.9583333333333334,24
28,19,3.601094821813885,2.24488918253372,21.85401153846154,75.03846153846153,1.0,26
28,20,2.5932750048752466,0.14487254707811265,19.87132777777778,50.888888888888886,1.0,36
28,22,2.5114829454537486,2.2646713570787447,15.540859722222223,45.236111111111114,0.9861111111111112,72
28,32,4.325,13.70671875,13.774033333333334,80.66666666666667,1.0,3
28,37,2.2294218045969676,1.4058516342249332,17.40206086956522,44.130434782608695,1.0,46
28,39,1.9053218470309583,0.3103603858995887,22.601799999999997,51.0,1.0,3
28,46,2.252897583824843,0.8703450922232123,22.089798550724637,47.36231884057971,1.0,138
28,65,2.102814816127208,0.720933328118455,100.16541428571429,187.57142857142858,1.0,7
28,79,1.7912411301205868,0.28494008930911774,30.28852,79.6,0.8,5
28,167,1.7628260930054676,0.3348234230729875,27.82991034482759,59.6551724137931,0.8620689655172413,29
28,169,1.9354073176970938,0.3641018277926755,23.691294444444445,57.388888888888886,0.8333333333333334,18
28,172,2.8540388129277017,1.3162932943539971,22.95418888888889,79.88888888888889,1.0,9
28,173,1.9169965220811427,0.12897772765676627,24.632073333333334,54.13333333333333,1.0,15
28,178,1.7461168807729315,0.14966216974828914,92.96965197368421,135.4078947368421,0.993421052631579,152
28,200,1.9440972778875998,0.12756430625879359,239.75699777282853,333.6971046770601,1.0,449
28,226,1.9756250558411448,0.08942739866950626,268.69797,378.75,1.0,20
28,279,1.2261155810135445,0.23425812589887562,60.61591666666667,73.66666666666667,0.5,6
28,325,1.9956090815963614,0.12756175642787884,112.522121875,162.0,1.0,32
28,326,2.0839340206140196,0.04929370948748562,113.217725,162.75,1.0,8
28,327,1.941161873048929,0.004198715904317582,112.8571,154.25,1.0,8
28,600,2.1874165201617295,0.48009880918541425,701.0337603680981,1048.678527607362,1.0,815
28,1332,2.848636180016232,0.08974640302038496,952.4862911764707,1861.8676470588234,1.0,68
28,1404,2.0039135072381624,1.991290201036648,31.340045454545454,71.04545454545455,0.5909090909090909,22
29,37,3.8878940503940504,2.3715458004759333,12.202800000000002,53.166666666666664,1.0,6
30,6,3.50748158312468,3.7998682296405786,30.465863157894738,105.3157894736842,0.9473684210526315,19
