node,in_degree,out_degree,betweenness,pagerank
445.0,1,1,1.2024037386740248e-05,0.001006599614330353
446.0,1,1,2.1376066465316e-05,0.001066464275978785
447.0,2,2,3.072809554389174e-05,0.002294792000799918
449.0,1,1,0.0008773093945140107,0.0002639140266694017
450.0,1,4,0.0,0.00013128545355003978
452.0,3,2,4.586947595682391e-05,0.0008210954868264636
451.0,1,1,4.008012462246749e-05,0.0004815676339232664
453.0,1,1,4.987748841907066e-05,0.00044160859616425475
454.0,1,1,0.0,0.0006666666666666666
455.0,1,1,0.00044132670556516984,0.00019283998796018836
456.0,2,1,5.344016616328999e-05,0.000401892064416132
457.0,1,1,3.1173430261919163e-06,0.00014002426205148103
458.0,1,1,8.906694360548332e-07,0.00021902064620633088
459.0,1,1,3.2064099697973994e-05,0.00028802881176013954
460.0,1,1,0.001788464227598105,0.0004686165390186297
463.0,1,2,0.002226673590137083,0.0004983242570314782
461.0,1,1,4.453347180274166e-06,0.00010922348662076252
462.0,1,1,0.0013293241333118386,0.00025367402936311953
464.0,1,1,0.0,0.0006666666666666666
465.0,2,1,0.0013493641956230722,0.00043366636222881257
