source_center,destination_center,recommended_route_type,delay_ratio,sla_breach,trip_uuid
1494,1471,Carting,2.1496498725446096,1.0,6
134,6,Carting,2.1483366224163167,1.0,716
941,932,Carting,2.147673872180451,1.0,4
330,329,Carting,2.14743060401258,0.9,40
761,762,Carting,2.1466112741176766,0.9444444444444444,18
299,296,Carting,2.1460925626738296,1.0,20
198,200,Carting,2.1452876984126985,0.9333333333333333,15
1460,1454,Carting,2.143927813453632,1.0,88
327,46,Carting,2.1422160624751436,1.0,21
691,690,Carting,2.1411216910795154,1.0,89
1460,1459,Carting,2.1405528664660443,1.0,79
306,307,Carting,2.1401590149931478,0.9444444444444444,18
1386,1332,Carting,2.139525892773825,1.0,149
1023,1020,Carting,2.1392117074102366,0.9761904761904762,84
1058,1032,Carting,2.1389064002903333,1.0,60
879,874,Carting,2.1385389775740653,1.0,18
566,640,Carting,2.137473691092657,1.0,253
1128,1115,Carting,2.133986928104575,1.0,3
43,6,Carting,2.1337122808823596,0.9444444444444444,162
178,176,Carting,2.1333333333333333,1.0,1
1175,1164,Carting,2.132289724925345,1.0,21
577,570,Carting,2.132192314569917,1.0,10
704,704,Carting,2.131948654339546,1.0,6
1231,1202,Carting,2.1311435867533803,0.9615384615384616,52
1227,1266,Carting,2.131074168797954,1.0,2
45,48,Carting,2.130714946594652,1.0,205
890,897,Carting,2.1306442004576764,0.8,40
549,550,Carting,2.1302681992337162,1.0,3
274,79,Carting,2.1296124129608467,1.0,108
1258,1279,Carting,2.129478690133297,1.0,33
666,374,Carting,2.12824922856874,1.0,30
658,656,Carting,2.126711961033979,1.0,115
784,773,Carting,2.125,1.0,2
62,410,Carting,2.1245286825036103,0.8,5
832,819,Carting,2.1243808633543284,1.0,128
1475,1449,Carting,2.124046284729027,1.0,12
626,619,Carting,2.1238785369220152,1.0,3
1314,1298,Carting,2.123456790123457,1.0,3
286,289,Carting,2.1224347404394694,1.0,59
877,871,Carting,2.121580514694034,1.0,9
773,771,Carting,2.1201680672268908,1.0,2
878,744,Carting,2.119668861793542,1.0,131
8,175,Carting,2.1192614418713385,0.9901315789473685,304
1353,1351,Carting,2.119238892306925,1.0,11
710,706,Carting,2.1192307692307693,1.0,2
1307,1292,Carting,2.119047619047619,1.0,6
8,1202,Carting,2.1186572661937264,0.998906306963179,2743
452,451,Carting,2.1183240240756582,1.0,18
454,454,Carting,2.1168921654028345,0.9871794871794872,78
1274,1259,Carting,2.1167133520074697,1.0,3
953,937,Carting,2.116700452110669,1.0,19
959,966,Carting,2.11667276190295,1.0,76
787,790,Carting,2.1157373481603545,1.0,24
1028,1099,Carting,2.1155377279370247,1.0,36
254,295,Carting,2.1145186335403725,1.0,16
689,690,Carting,2.1136284546002186,0.9629629629629629,27
795,791,Carting,2.113208768355827,1.0,11
76,171,Carting,2.1130058705291535,1.0,27
1220,1205,Carting,2.11280591641123,1.0,3
466,465,Carting,2.1125226860254083,1.0,2
392,388,Carting,2.11119625715899,0.6666666666666666,3
19,1186,Carting,2.111111111111111,1.0,2
1018,1013,Carting,2.10959313414071,0.9714285714285714,70
1477,1457,Carting,2.109219383217453,1.0,37
748,795,Carting,2.1090074645251407,1.0,21
1362,1339,Carting,2.1084262073623776,1.0,6
892,908,Carting,2.1081404187891812,0.9583333333333334,48
180,186,Carting,2.1078283129368534,1.0,47
1291,1286,Carting,2.1077161985801416,1.0,18
554,945,Carting,2.107090076565722,1.0,96
1114,1038,Carting,2.1070260879471405,1.0,16
632,633,Carting,2.1069204196830245,1.0,14
405,405,Carting,2.106835310956534,1.0,6
129,132,Carting,2.1064425770308124,1.0,2
802,744,Carting,2.1051251508673547,1.0,57
1429,1405,Carting,2.103792046848625,1.0,34
1340,1317,Carting,2.1037182306473565,1.0,9
893,908,Carting,2.103361284421417,0.8382352941176471,68
71,79,Carting,2.1030038230565107,0.9375,64
28,65,Carting,2.102814816127208,1.0,7
344,366,Carting,2.1020182328526285,1.0,26
730,739,Carting,2.101754385964912,1.0,2
1329,1312,Carting,2.1013784304122765,1.0,9
1229,1229,Carting,2.1010203069527744,1.0,25
966,952,Carting,2.1,1.0,1
426,429,Carting,2.0994627837445536,1.0,20
1001,749,Carting,2.099068087414367,1.0,44
733,744,Carting,2.0985653861735503,1.0,32
450,450,Carting,2.097987986695716,0.9814814814814815,54
7,104,Carting,2.0979710391440496,1.0,24
916,1160,Carting,2.0978853600503182,1.0,29
134,107,Carting,2.0972539450111194,0.9888888888888889,90
1443,1425,Carting,2.097076923076923,1.0,5
1465,1443,Carting,2.0967314659977703,1.0,40
367,363,Carting,2.0966737266598336,1.0,10
108,107,Carting,2.0956578109712782,1.0,18
204,213,Carting,2.095350986795391,1.0,64
143,153,Carting,2.0948292644988045,1.0,12
599,562,Carting,2.09466482116692,0.9878048780487805,82
1253,1236,Carting,2.092442775089834,1.0,30
581,576,Carting,2.0902426050568645,1.0,27
762,769,Carting,2.089255372313843,1.0,3
787,785,Carting,2.0891884531590414,1.0,3
134,116,Carting,2.089026480957483,1.0,12
8,327,Carting,2.0877761365136274,1.0,72
1032,1019,Carting,2.084580323357413,1.0,4
28,326,Carting,2.0839340206140196,1.0,8
109,107,Carting,2.0829052483464245,1.0,34
487,487,Carting,2.082509757874251,0.6666666666666666,3
1006,976,Carting,2.0823371483907627,1.0,8
595,1004,Carting,2.081997597762759,1.0,20
1252,1240,Carting,2.081923606523149,1.0,28
368,370,Carting,2.0815217391304346,1.0,2
444,448,Carting,2.0814986810316514,0.98989898989899,99
676,679,Carting,2.081093723472189,1.0,5
104,107,Carting,2.0805275603495774,1.0,76
809,803,Carting,2.080422193238334,1.0,9
1348,1332,Carting,2.0788510171946704,0.7,20
941,950,Carting,2.07845047109753,1.0,4
38,36,Carting,2.076923076923077,1.0,1
1454,1430,Carting,2.0748539696014228,1.0,28
497,489,Carting,2.074053724053724,1.0,29
322,223,Carting,2.0733577091185786,1.0,14
695,693,Carting,2.072916666666667,1.0,2
1279,1262,Carting,2.072803657694962,1.0,6
833,855,Carting,2.0723881673881674,1.0,30
1190,1172,Carting,2.0714285714285716,1.0,1
8,20,Carting,2.07083624433961,1.0,36
1182,1164,Carting,2.070680489101542,1.0,4
829,807,Carting,2.0694723264662387,1.0,60
603,535,Carting,2.0687198944372858,1.0,20
429,370,Carting,2.068072345453739,1.0,12
8,11,Carting,2.0671999320775427,0.9854014598540146,137
1395,1372,Carting,2.066088785351865,1.0,16
73,77,Carting,2.065927161979794,1.0,24
722,683,Carting,2.065594914117779,1.0,12
1235,1225,Carting,2.0640468159866736,0.8333333333333334,12
841,831,Carting,2.063904458350985,1.0,30
1497,1468,Carting,2.0635813435685226,1.0,50
960,953,Carting,2.063110511042842,1.0,14
1336,1320,Carting,2.063108336743328,0.9714285714285714,35
63,66,Carting,2.0620915032679736,1.0,2
8,339,Carting,2.060929220857082,1.0,270
1473,1450,Carting,2.060755940902544,1.0,37
834,801,Carting,2.0605711785998313,1.0,9
912,930,Carting,2.060113304244868,1.0,14
862,862,Carting,2.059630804536267,1.0,14
1463,1441,Carting,2.057204612478699,0.75,28
1008,1007,Carting,2.0563396232178857,1.0,36
796,843,Carting,2.0553489305106214,1.0,60
8,61,Carting,2.055118404731814,1.0,29
107,5,Carting,2.0549255982606836,1.0,40
39,6,Carting,2.054564516504948,1.0,41
685,668,Carting,2.053778009917401,1.0,7
636,631,Carting,2.0536979753878954,1.0,70
1032,1018,Carting,2.0534410949528175,1.0,40
528,602,Carting,2.0523838139188704,1.0,61
970,935,Carting,2.052041133129019,1.0,50
399,394,Carting,2.0514235291621046,1.0,12
301,300,Carting,2.050595238095238,1.0,18
1044,1040,Carting,2.0503687670354336,1.0,36
1396,1356,Carting,2.049837097689597,1.0,13
1360,1340,Carting,2.0497691154539237,1.0,22
1016,962,Carting,2.0495185975847248,1.0,8
89,89,Carting,2.0491907294670804,1.0,44
144,135,Carting,2.0491893629155324,0.9090909090909091,44
673,200,Carting,2.0487697433717176,0.9923809523809524,525
819,813,Carting,2.047058823529412,1.0,3
867,861,Carting,2.0470068113226008,1.0,25
153,159,Carting,2.0468480557468323,1.0,9
1262,1247,Carting,2.0458646650393795,1.0,5
195,186,Carting,2.045587794272005,1.0,20
479,375,Carting,2.045016995163276,0.9932885906040269,149
662,475,Carting,2.0446739813689367,1.0,36
1353,1342,Carting,2.043255837185131,1.0,24
1426,1403,Carting,2.0431985294117645,1.0,2
37,37,Carting,2.042016806722689,0.5,2
1325,1301,Carting,2.0414123801220576,1.0,2
1066,1047,Carting,2.040784675469204,1.0,82
556,544,Carting,2.0405879010951473,1.0,12
378,375,Carting,2.0400805968762517,0.9761904761904762,42
780,776,Carting,2.0392717092262,1.0,34
32,173,Carting,2.03885582010582,0.9583333333333334,24
895,908,Carting,2.038743363292131,0.8676470588235294,68
839,835,Carting,2.0380118325927823,1.0,24
738,743,Carting,2.0375,1.0,4
486,475,Carting,2.036924987524384,1.0,4
1031,1022,Carting,2.0357142857142856,1.0,2
1250,1205,Carting,2.0357142857142856,1.0,2
1330,1305,Carting,2.035649501578518,1.0,7
600,594,Carting,2.035277141159494,1.0,14
243,246,Carting,2.033769063180828,1.0,2
626,626,Carting,2.033333333333333,1.0,2
1330,1310,Carting,2.0332939322301025,1.0,3
797,788,Carting,2.030926432814305,1.0,28
8,1432,Carting,2.0308671573381964,0.9972565157750343,729
1029,1029,Carting,2.0297619047619047,1.0,2
1256,1212,Carting,2.027402796942687,1.0,98
379,371,Carting,2.0272779756346537,1.0,65
7,135,Carting,2.026949208130753,0.9900990099009901,303
1454,1431,Carting,2.02674382401333,1.0,70
8,27,Carting,2.026222842061151,0.9253731343283582,67
989,982,Carting,2.0259956174595706,1.0,48
76,64,Carting,2.0246550589599996,1.0,20
580,640,Carting,2.0243823898122932,1.0,10
617,607,Carting,2.0242644165244363,0.9944444444444445,180
729,728,Carting,2.0231095813287734,1.0,27
70,81,Carting,2.023015873015873,1.0,4
401,402,Carting,2.0220306513409962,1.0,2
497,500,Carting,2.0215774801400155,1.0,12
298,297,Carting,2.0215201465201464,1.0,2
18,1144,Carting,2.02140882235343,1.0,6
95,135,Carting,2.0213773971126914,0.6785714285714286,28
266,268,Carting,2.0211418503523766,1.0,24
134,88,Carting,2.0207476372975903,1.0,3
1166,1145,Carting,2.0206490813108458,1.0,4
161,160,Carting,2.0205920205920207,1.0,3
544,539,Carting,2.0192861408134655,1.0,51
610,578,Carting,2.01765836265669,1.0,11
1133,1126,Carting,2.017094418496357,1.0,51
1419,1401,Carting,2.0164672954528027,1.0,6
363,357,Carting,2.015578473813768,1.0,20
976,949,Carting,2.015518499836776,0.9444444444444444,54
8,135,Carting,2.015222235592946,0.9771341463414634,656
916,507,Carting,2.013491180920405,1.0,47
1181,1168,Carting,2.013402505069172,1.0,24
323,219,Carting,2.0131600441603927,0.9642857142857143,28
1312,1292,Carting,2.012531328320802,1.0,3
1022,1018,Carting,2.0119949494949494,1.0,4
12,1160,Carting,2.011655011655012,1.0,3
134,139,Carting,2.011640605363541,1.0,97
978,549,Carting,2.010592714954719,1.0,45
140,135,Carting,2.0105263157894737,1.0,1
7,118,Carting,2.010324049539736,1.0,6
862,744,Carting,2.010154317652307,1.0,237
345,356,Carting,2.0101423902894493,1.0,8
1260,1212,Carting,2.009938872172334,1.0,55
1369,1332,Carting,2.009792306008385,1.0,32
1141,1127,Carting,2.008420771890023,1.0,22
840,830,Carting,2.0082078775729486,1.0,28
130,130,Carting,2.007217444717445,1.0,4
479,470,Carting,2.0056575499460365,0.9907407407407407,108
511,505,Carting,2.004231460363536,1.0,53
28,1404,Carting,2.0039135072381624,0.5909090909090909,22
625,626,Carting,2.0031395891690007,1.0,6
21,523,Carting,2.0027850877192983,1.0,20
980,963,Carting,2.002412052588044,1.0,42
112,106,Carting,2.0018382352941178,1.0,2
1316,1298,Carting,2.0,1.0,2
120,121,Carting,2.0,1.0,1
501,499,Carting,2.0,1.0,1
673,675,Carting,1.9999177832713997,1.0,39
1219,6,Carting,1.9998684357800904,1.0,657
821,815,Carting,1.999846000993542,1.0,4
641,637,Carting,1.9993035558332528,1.0,32
1334,864,Carting,1.9985907526010804,0.9722222222222222,36
1497,6,Carting,1.9982476697360376,0.9877641824249166,899
479,507,Carting,1.9975046507575394,1.0,300
1055,1050,Carting,1.996817832535918,1.0,36
955,943,Carting,1.9963200379867045,1.0,6
709,1438,Carting,1.9957299069895607,0.9333333333333333,30
28,325,Carting,1.9956090815963614,1.0,32
63,65,Carting,1.9948400412796696,1.0,3
1197,1183,Carting,1.994172494172494,0.8333333333333334,6
595,583,Carting,1.9940344199765416,1.0,47
61,68,Carting,1.99392365570937,1.0,14
1493,1463,Carting,1.9937282679313295,1.0,33
282,272,Carting,1.993399525669487,1.0,22
202,332,Carting,1.9930349928285946,1.0,63
369,339,Carting,1.9923180146670356,1.0,217
1434,1414,Carting,1.9918882172752141,1.0,6
736,750,Carting,1.9913234611604178,1.0,12
958,970,Carting,1.990951477793583,1.0,8
15,33,Carting,1.9907918767133246,1.0,66
1484,1462,Carting,1.990466162929931,0.9666666666666667,30
1328,1306,Carting,1.989648033126294,1.0,2
635,635,Carting,1.9896066209391494,1.0,112
1460,1449,Carting,1.9886778203810154,0.972972972972973,37
653,600,Carting,1.9879830160939551,0.9904534606205251,419
450,439,Carting,1.987632740447958,1.0,20
296,293,Carting,1.9869368620152592,1.0,14
1025,1018,Carting,1.986579981394309,0.9655172413793104,87
174,176,Carting,1.9863014997665733,1.0,16
55,58,Carting,1.9849273255061333,1.0,30
874,864,Carting,1.9830407596707122,1.0,4
1307,1294,Carting,1.9828556899495116,1.0,6
365,423,Carting,1.9824749023118589,1.0,12
566,634,Carting,1.9804547758756441,1.0,120
258,286,Carting,1.9803792390898687,1.0,7
871,865,Carting,1.980217633845758,1.0,42
893,897,Carting,1.9801456737837835,0.6323529411764706,68
806,800,Carting,1.978583916083916,1.0,8
123,124,Carting,1.9784261715296196,1.0,3
1176,1160,Carting,1.9781463026402297,1.0,26
1030,1018,Carting,1.977135902871197,1.0,8
566,963,Carting,1.977047446849013,1.0,95
61,6,Carting,1.976277803481263,1.0,70
1472,1447,Carting,1.976270753030557,0.9,30
176,6,Carting,1.9762636979085222,0.9420289855072463,207
28,226,Carting,1.9756250558411448,1.0,20
808,744,Carting,1.9753980085037008,1.0,32
616,615,Carting,1.9743392859153728,1.0,36
438,438,Carting,1.9738751526251526,1.0,8
603,1202,Carting,1.9728454747567437,1.0,667
460,463,Carting,1.9717078536916592,1.0,39
696,694,Carting,1.9708719583501602,1.0,18
1269,1257,Carting,1.9703096903096904,1.0,15
494,497,Carting,1.970309273741768,1.0,7
8,52,Carting,1.9699516170104405,1.0,8
1098,1094,Carting,1.969025974025974,1.0,4
450,452,Carting,1.9689418825558809,1.0,16
8,62,Carting,1.968789566320627,0.9714285714285714,35
134,87,Carting,1.968731231231231,1.0,5
855,852,Carting,1.9685673365388476,1.0,41
1009,963,Carting,1.9684684684684683,1.0,6
1292,1278,Carting,1.9678991596638657,1.0,5
1246,1212,Carting,1.9673888972463052,1.0,49
92,99,Carting,1.9664594177752073,1.0,38
926,960,Carting,1.966330537977397,1.0,31
57,76,Carting,1.9661180667292573,1.0,27
1426,1402,Carting,1.9648380355276907,1.0,3
932,918,Carting,1.964192826168929,1.0,16
64,70,Carting,1.9636019608504773,1.0,29
882,871,Carting,1.962962962962963,1.0,1
916,1292,Carting,1.9606133420749596,1.0,818
345,337,Carting,1.9601964033719548,1.0,32
863,871,Carting,1.9601675308498074,1.0,32
101,124,Carting,1.9597912302751013,1.0,4
1330,1308,Carting,1.9596349973161569,1.0,6
366,427,Carting,1.959588599272366,0.9444444444444444,18
646,646,Carting,1.9594639536260832,0.9444444444444444,36
776,762,Carting,1.9592185592185594,1.0,3
748,570,Carting,1.9584856187417472,0.9705882352941176,136
1264,1253,Carting,1.9575305092797355,1.0,10
8,475,Carting,1.957146841592176,1.0,557
470,469,Carting,1.956178595504725,1.0,4
625,623,Carting,1.956024531024531,1.0,4
296,79,Carting,1.9556799317465374,0.9572192513368984,187
596,507,Carting,1.9554279746194367,1.0,23
973,1002,Carting,1.9550280582367467,0.9726027397260274,73
379,366,Carting,1.9531466212913333,0.9915254237288136,118
945,936,Carting,1.9521169187423055,1.0,34
767,759,Carting,1.9514249365862641,1.0,4
8,76,Carting,1.9511229415203186,1.0,10
916,885,Carting,1.9507740798192639,0.8888888888888888,72
519,514,Carting,1.9506429407729715,1.0,33
103,5,Carting,1.9494259545923633,1.0,12
611,614,Carting,1.9492337164750957,1.0,6
1100,1085,Carting,1.948446476685343,1.0,26
227,221,Carting,1.948267800752273,1.0,14
285,79,Carting,1.9482425444590157,1.0,30
902,908,Carting,1.948182045484124,0.8571428571428571,21
971,957,Carting,1.9479807897788104,1.0,22
113,156,Carting,1.9461193568336426,1.0,7
496,493,Carting,1.9458905330408864,1.0,42
946,933,Carting,1.9457626649340813,1.0,28
603,668,Carting,1.945705529701931,0.9972067039106145,358
1495,1463,Carting,1.9452426540662493,1.0,20
76,278,Carting,1.945185506964157,1.0,3
483,482,Carting,1.9447419928194538,0.8648648648648649,37
28,200,Carting,1.9440972778875998,1.0,449
555,945,Carting,1.9439259259950892,1.0,28
1441,1420,Carting,1.9438780775468083,1.0,15
964,908,Carting,1.9435202965924097,1.0,101
1353,1345,Carting,1.9426924841011528,1.0,12
337,207,Carting,1.9419554345371102,0.9333333333333333,15
248,79,Carting,1.941440563090148,0.984,125
1440,1420,Carting,1.9411764705882353,1.0,2
804,800,Carting,1.9411764705882353,1.0,1
28,327,Carting,1.941161873048929,1.0,8
765,762,Carting,1.9410771276595746,1.0,5
1346,1328,Carting,1.9395561391223155,1.0,10
685,681,Carting,1.939161220043573,1.0,3
748,6,Carting,1.9387708407319608,0.9464285714285714,56
1438,1424,Carting,1.9386691666231524,0.8791208791208791,91
511,515,Carting,1.9382746080888495,1.0,14
852,850,Carting,1.938153464469254,1.0,6
1454,6,Carting,1.9379398507435635,0.9893617021276596,470
627,619,Carting,1.9375,1.0,2
1039,1018,Carting,1.9372886467928818,1.0,35
787,791,Carting,1.9362997548069432,1.0,8
795,782,Carting,1.9357142857142857,1.0,4
28,169,Carting,1.9354073176970938,0.8333333333333334,18
806,799,Carting,1.9353225088751407,1.0,18
603,135,Carting,1.9346950947673935,1.0,59
510,511,Carting,1.9340013551247583,1.0,40
32,25,Carting,1.933571921522232,1.0,7
1370,1354,Carting,1.9328814268162682,1.0,33
1448,1429,Carting,1.9324831993728748,1.0,14
986,976,Carting,1.9315768150307624,1.0,32
1373,1348,Carting,1.9314895177808273,1.0,6
1239,1220,Carting,1.930536611139219,1.0,8
232,232,Carting,1.930253623188406,1.0,6
844,877,Carting,1.929738562091503,1.0,4
8,843,Carting,1.9294408030663222,1.0,686
8,600,Carting,1.9292969152571755,1.0,1606
834,832,Carting,1.9285714285714286,1.0,1
809,744,Carting,1.927031482233404,0.9761904761904762,42
283,269,Carting,1.9252760916619611,1.0,24
891,896,Carting,1.9251343101343104,0.5714285714285714,7
2,1341,Carting,1.924721263706771,1.0,18
256,243,Carting,1.9246561168339962,0.9791666666666666,48
134,5,Carting,1.924367571097178,0.9765625,128
105,108,Carting,1.9239073787409702,1.0,30
614,610,Carting,1.9237386473273699,1.0,16
644,648,Carting,1.923611111111111,1.0,3
685,688,Carting,1.9233956416032405,1.0,10
721,671,Carting,1.9228609971998352,0.8571428571428571,21
397,400,Carting,1.9226618346791926,0.8571428571428571,28
106,109,Carting,1.921029291221599,0.7692307692307693,26
990,983,Carting,1.9204145150228742,1.0,75
924,911,Carting,1.9201170243316625,1.0,32
428,428,Carting,1.9193462564312471,1.0,12
1063,1096,Carting,1.9176028687349462,1.0,157
923,912,Carting,1.9172677342162867,1.0,70
28,173,Carting,1.9169965220811427,1.0,15
1241,1219,Carting,1.9168011925143038,1.0,20
151,147,Carting,1.9158103917364595,1.0,32
258,244,Carting,1.9148786763918342,1.0,6
45,45,Carting,1.9147225057551145,1.0,46
916,339,Carting,1.913989753827213,0.9989775051124744,978
486,485,Carting,1.913574943372647,1.0,3
1224,1212,Carting,1.9133026131148785,1.0,15
8,1292,Carting,1.912925528012439,0.9894490035169988,853
716,714,Carting,1.9128968253968255,1.0,6
134,114,Carting,1.9128338297041303,1.0,14
916,957,Carting,1.9118949097308346,1.0,8
1489,1475,Carting,1.9113600995953937,1.0,3
598,596,Carting,1.9111277705470058,1.0,68
918,906,Carting,1.910856871133551,1.0,22
1126,1114,Carting,1.9107155142758856,1.0,10
1474,1451,Carting,1.910379412471398,1.0,30
8,1437,Carting,1.9088578339387372,1.0,720
1458,1435,Carting,1.9077561664833484,0.8888888888888888,9
1288,1277,Carting,1.9077266935978328,0.6666666666666666,3
1006,977,Carting,1.9072783337804111,1.0,51
132,130,Carting,1.907221425155428,0.6666666666666666,3
298,288,Carting,1.905644857699347,1.0,30
28,39,Carting,1.9053218470309583,1.0,3
1340,1324,Carting,1.9053117543313622,1.0,9
1329,1308,Carting,1.9051515524383742,1.0,6
566,591,Carting,1.9050888628780924,1.0,126
1442,1419,Carting,1.9045907316535935,1.0,8
1014,1001,Carting,1.9043907322654463,1.0,4
1050,1042,Carting,1.9035955029869838,1.0,22
299,288,Carting,1.9030828588552593,1.0,4
1219,1220,Carting,1.902461625815071,1.0,68
843,840,Carting,1.9009177670168382,1.0,6
705,705,Carting,1.9005112535897948,1.0,7
884,845,Carting,1.9002452177452176,1.0,14
603,562,Carting,1.900202007386384,0.9606741573033708,356
361,366,Carting,1.8998334500343075,0.9902912621359223,103
575,570,Carting,1.8992217217746055,0.9487179487179487,39
650,645,Carting,1.898916696385232,1.0,10
1357,12,Carting,1.8988827080751784,1.0,12
264,262,Carting,1.8983662796384606,0.5952380952380952,42
8,28,Carting,1.898353518656908,1.0,45
618,626,Carting,1.8981340657157721,1.0,12
1091,1163,Carting,1.8979863221884499,1.0,7
284,278,Carting,1.8976480836236933,1.0,2
1229,1230,Carting,1.8966142050040355,1.0,6
1056,1046,Carting,1.8957054935726412,1.0,16
423,422,Carting,1.895348874964195,1.0,4
134,164,Carting,1.8947788447955825,0.9861111111111112,72
935,917,Carting,1.8929886559587774,1.0,45
8,79,Carting,1.8916967480076223,0.9230769230769231,741
528,562,Carting,1.8910943478444575,0.95,40
875,866,Carting,1.8897447530647027,0.96875,32
331,25,Carting,1.8894746487270793,1.0,8
987,959,Carting,1.8892115946714596,1.0,30
1311,1292,Carting,1.889102564102564,1.0,4
566,523,Carting,1.8889022967910587,1.0,40
1023,1014,Carting,1.8885992795083704,0.9545454545454546,22
896,908,Carting,1.8878118218525795,0.8947368421052632,57
129,129,Carting,1.8875,1.0,4
690,687,Carting,1.8874805596341604,1.0,22
814,808,Carting,1.8869261999329356,0.9,30
1267,1247,Carting,1.8863961906992175,0.8333333333333334,6
566,843,Carting,1.8853659981542428,1.0,341
1067,1058,Carting,1.8845137362637363,1.0,50
386,340,Carting,1.8831487960116462,0.9722222222222222,36
660,627,Carting,1.8828031174704536,1.0,12
955,947,Carting,1.8821959548200684,1.0,3
603,6,Carting,1.8811242328051105,0.9984239558707644,1269
820,807,Carting,1.8803579631426253,1.0,57
619,629,Carting,1.880050505050505,1.0,3
1381,1361,Carting,1.879142300194932,1.0,9
1163,1151,Carting,1.8789331039331039,1.0,6
8,744,Carting,1.8781611089073493,0.9993898718730934,1639
1024,1018,Carting,1.8770341819028526,0.9607843137254902,51
834,744,Carting,1.876853597128277,1.0,96
498,493,Carting,1.8768349257753496,1.0,69
633,582,Carting,1.8758740013540942,1.0,21
755,752,Carting,1.875619559044856,1.0,18
574,573,Carting,1.8755730604500986,1.0,9
1370,1349,Carting,1.8752561603438798,1.0,9
877,876,Carting,1.8751072422409412,1.0,54
603,79,Carting,1.8750352475990761,0.9932523616734144,741
798,734,Carting,1.8744175989138738,0.9852941176470589,68
372,376,Carting,1.873846153846154,1.0,10
1437,1424,Carting,1.8737393038270969,1.0,64
97,5,Carting,1.8736388611388612,0.75,8
87,83,Carting,1.8727867996775558,1.0,42
1382,1375,Carting,1.8726539997721454,1.0,36
1173,1155,Carting,1.871624661390926,1.0,39
399,396,Carting,1.8715213358070502,1.0,2
211,200,Carting,1.8705048614508444,0.8226950354609929,141
1350,1332,Carting,1.8702880044211312,0.7,20
754,736,Carting,1.8697699376646746,1.0,7
180,327,Carting,1.8692515401395244,1.0,40
1440,6,Carting,1.8666578220478784,0.9922178988326849,257
82,88,Carting,1.8662080011499707,1.0,18
1452,1422,Carting,1.865801955448939,1.0,42
1047,1033,Carting,1.864427549197906,1.0,146
752,744,Carting,1.863881036267131,0.9090909090909091,110
236,236,Carting,1.8636045997346307,1.0,7
518,514,Carting,1.8626846100759142,1.0,21
903,893,Carting,1.861758305565616,0.9107142857142857,56
158,155,Carting,1.8615917458710347,1.0,7
903,884,Carting,1.8606925546331923,0.9099099099099099,111
748,1202,Carting,1.8596255755988615,1.0,110
1028,1021,Carting,1.85930953383914,0.9821428571428571,112
1447,1412,Carting,1.8593005413164723,1.0,15
319,320,Carting,1.8587715325193583,1.0,12
175,173,Carting,1.858459372546321,1.0,24
1120,1108,Carting,1.8572916666666666,0.75,4
134,105,Carting,1.8572714951982943,0.9752066115702479,121
817,823,Carting,1.8567518353098027,1.0,6
910,930,Carting,1.856543575110431,1.0,10
76,90,Carting,1.8562405111551314,1.0,102
815,900,Carting,1.8557533051099229,1.0,32
837,829,Carting,1.8551879699248122,1.0,3
204,6,Carting,1.8551820925620417,0.9744408945686901,626
774,770,Carting,1.8550724637681162,1.0,2
756,754,Carting,1.855001505684064,1.0,60
566,579,Carting,1.8543335412574413,1.0,18
771,770,Carting,1.8541666666666665,1.0,2
384,381,Carting,1.8534487286293828,0.875,8
906,908,Carting,1.8530464544059728,0.9364705882352942,425
595,507,Carting,1.8528038791690282,1.0,358
630,634,Carting,1.852663985530535,1.0,12
1000,993,Carting,1.8524799021150191,1.0,42
45,6,Carting,1.8516817799622336,1.0,189
667,698,Carting,1.8515298366745976,0.9047619047619048,84
603,475,Carting,1.8514130938434346,0.996969696969697,330
718,230,Carting,1.8513449068841483,1.0,12
1112,1018,Carting,1.8512906846240178,0.6666666666666666,3
1324,1309,Carting,1.8495287674502943,1.0,5
247,294,Carting,1.849255058209056,1.0,64
618,617,Carting,1.8486812273631867,1.0,51
1113,1101,Carting,1.84649229647552,1.0,28
1499,1464,Carting,1.8458399149133338,1.0,28
1009,999,Carting,1.8457068311195446,1.0,8
96,138,Carting,1.8456867315690846,1.0,40
1022,1023,Carting,1.8452735819499133,0.7727272727272727,22
907,911,Carting,1.8450891389242645,1.0,9
636,634,Carting,1.8435471637336265,1.0,16
583,580,Carting,1.8421239296752292,1.0,3
742,746,Carting,1.8419117647058822,1.0,2
467,465,Carting,1.8414707931223366,1.0,24
1457,1434,Carting,1.841159420289855,0.8,5
1244,1230,Carting,1.839949154441908,1.0,27
344,375,Carting,1.8392869679004193,0.994413407821229,179
497,492,Carting,1.838206627680312,1.0,3
669,663,Carting,1.8380249220457148,1.0,80
642,640,Carting,1.8370051277281243,1.0,8
134,113,Carting,1.8356407209348387,1.0,6
453,452,Carting,1.8353839619893542,1.0,24
8,21,Carting,1.833324069635993,0.9629629629629629,135
387,340,Carting,1.8325454123799987,1.0,22
683,678,Carting,1.8325028750503134,1.0,30
48,6,Carting,1.8317374373392596,0.925,80
1353,1334,Carting,1.8317307692307692,1.0,3
916,893,Carting,1.8315581631699804,0.9733333333333334,75
121,113,Carting,1.8310996101189747,1.0,30
1447,1418,Carting,1.8300441527451763,1.0,52
900,908,Carting,1.8298965086240906,0.8163265306122449,49
1155,1142,Carting,1.8291338885572632,1.0,34
995,988,Carting,1.8269555482026314,1.0,70
