source_center,destination_center,recommended_route_type,delay_ratio,sla_breach,trip_uuid
1028,1022,Carting,2.7076989034379837,0.9866666666666667,75
512,508,Carting,2.7066664907460853,1.0,36
734,744,Carting,2.7064338209573267,1.0,175
756,744,Carting,2.7011592524261854,1.0,78
1380,1378,Carting,2.7007362753325,1.0,44
1333,1296,Carting,2.697520395533477,1.0,5
1453,1432,Carting,2.6957474262100884,1.0,106
737,734,Carting,2.6931818181818183,1.0,2
603,518,Carting,2.69285160225048,1.0,208
603,527,Carting,2.6879227608627447,1.0,98
142,148,Carting,2.6866732804232805,1.0,16
996,987,Carting,2.685591164166679,1.0,11
612,612,Carting,2.6853535353535354,1.0,4
1353,1348,Carting,2.6842353232995024,1.0,24
235,235,Carting,2.680159584005738,1.0,13
0,562,Carting,2.678376844329416,1.0,37
1140,1133,Carting,2.677472524371563,1.0,12
1287,1267,Carting,2.674903539612539,1.0,10
1219,1274,Carting,2.669825283056521,1.0,64
259,260,Carting,2.667882472362648,1.0,30
1366,1342,Carting,2.6675,1.0,4
1281,1273,Carting,2.6666666666666665,1.0,1
806,829,Carting,2.6666666666666665,1.0,3
689,711,Carting,2.6649976440074568,1.0,155
345,338,Carting,2.6618395783840887,1.0,45
566,561,Carting,2.6610049574838306,0.7746478873239436,71
67,66,Carting,2.65807763902476,1.0,7
946,932,Carting,2.6561620160884867,1.0,6
1335,1313,Carting,2.65548004382633,0.6363636363636364,11
468,462,Carting,2.655191071087997,1.0,22
1229,1237,Carting,2.6550770732096787,0.875,8
256,244,Carting,2.6549787729208463,1.0,5
402,389,Carting,2.65420966208625,1.0,10
397,399,Carting,2.654183885391996,1.0,10
727,727,Carting,2.6539778576080333,1.0,3
1394,1363,Carting,2.65359477124183,1.0,2
925,926,Carting,2.6523412698412696,1.0,3
540,600,Carting,2.6507931805609823,1.0,27
946,945,Carting,2.6507157151049716,1.0,94
1019,1018,Carting,2.6489497251343663,1.0,71
246,256,Carting,2.6476811507577693,1.0,41
566,559,Carting,2.6472835848671616,0.9663865546218487,119
144,86,Carting,2.645833333333333,1.0,2
424,357,Carting,2.6457987646955456,1.0,42
744,744,Carting,2.645118949739822,0.9833333333333333,60
921,899,Carting,2.6442838376571984,1.0,31
1489,1464,Carting,2.6441176470588235,1.0,2
559,600,Carting,2.6431859180211523,1.0,33
479,471,Carting,2.641685718924525,1.0,67
603,519,Carting,2.6416082159937737,1.0,141
816,816,Carting,2.6415077096645465,1.0,35
1377,1357,Carting,2.6408643081056873,1.0,5
603,522,Carting,2.639125405747987,1.0,83
230,228,Carting,2.6378205128205128,1.0,2
1269,1256,Carting,2.637802958697209,1.0,8
269,267,Carting,2.6375928568456164,1.0,22
1184,1164,Carting,2.635937855374761,1.0,42
991,981,Carting,2.6330184350281267,1.0,45
515,513,Carting,2.6309923328305684,1.0,34
1219,1189,Carting,2.6302562524772113,1.0,85
315,312,Carting,2.6298674783923235,1.0,6
769,762,Carting,2.629703819625706,1.0,27
1317,1292,Carting,2.629032258064516,1.0,2
141,144,Carting,2.628571428571429,1.0,2
628,655,Carting,2.6253266182203876,1.0,48
343,340,Carting,2.625,1.0,2
1490,1470,Carting,2.6245876250186595,1.0,16
256,258,Carting,2.623376623376623,1.0,15
606,605,Carting,2.6233297197521486,0.9629629629629629,27
684,668,Carting,2.6229910710859365,1.0,44
1420,1394,Carting,2.6206050191924803,1.0,33
652,649,Carting,2.6204445505564986,1.0,4
1495,1471,Carting,2.6148458213694834,1.0,15
568,562,Carting,2.6135772436352296,1.0,99
787,788,Carting,2.6128828803586437,1.0,5
1388,1370,Carting,2.611111111111111,1.0,1
1468,1433,Carting,2.611111111111111,1.0,1
60,80,Carting,2.6092627733998603,1.0,6
1318,1299,Carting,2.606060606060606,1.0,2
259,169,Carting,2.6054770408163264,1.0,10
585,562,Carting,2.6053033043145666,1.0,8
1030,1012,Carting,2.6052731259968103,1.0,32
557,16,Carting,2.6034222211611917,1.0,24
673,677,Carting,2.603009987690229,1.0,42
598,595,Carting,2.601975279935806,1.0,12
916,883,Carting,2.601055815134576,1.0,75
1392,1346,Carting,2.600305878738421,1.0,10
763,760,Carting,2.598283752860412,1.0,4
1037,1024,Carting,2.594426406926407,1.0,18
948,948,Carting,2.5943400167084376,1.0,3
1351,1335,Carting,2.5938971173753784,1.0,30
28,20,Carting,2.5932750048752466,1.0,36
476,475,Carting,2.592575187969925,1.0,57
134,137,Carting,2.5890931372549018,1.0,4
1288,1285,Carting,2.588474217442824,1.0,47
1327,1305,Carting,2.588146137803343,1.0,59
884,843,Carting,2.5874686716791984,1.0,3
805,829,Carting,2.5872730438275693,1.0,17
338,339,Carting,2.587098560525761,1.0,12
1165,1152,Carting,2.5859339889802078,1.0,28
1059,1047,Carting,2.5840822440087146,1.0,12
1341,1323,Carting,2.583797268907563,1.0,6
1137,1125,Carting,2.582003565677479,1.0,15
170,260,Carting,2.5811031496024914,1.0,44
603,523,Carting,2.5793211764073787,1.0,307
16,1,Carting,2.5788989554505233,1.0,24
1220,1206,Carting,2.5783625730994153,1.0,2
1447,1413,Carting,2.5774720714314014,0.7727272727272727,22
1464,1437,Carting,2.5756049642079053,1.0,30
852,848,Carting,2.575106465350368,1.0,3
717,717,Carting,2.5743537414965987,1.0,7
850,843,Carting,2.5737968808808467,1.0,49
595,589,Carting,2.571339623159378,1.0,49
540,536,Carting,2.57095698396008,1.0,74
1053,1045,Carting,2.567857142857143,1.0,7
565,562,Carting,2.5659307953950807,0.7857142857142857,56
1351,1334,Carting,2.5638349089635852,1.0,8
610,600,Carting,2.563328763687142,1.0,106
883,875,Carting,2.5614210355642903,1.0,4
260,169,Carting,2.555417604854882,1.0,52
1139,1125,Carting,2.555270782871532,0.8709677419354839,31
1261,1248,Carting,2.553367983367983,1.0,4
528,16,Carting,2.5531979051098643,1.0,133
1229,1227,Carting,2.5527869191722976,1.0,10
1033,1025,Carting,2.5496103475128242,1.0,20
1378,1361,Carting,2.547886904761905,1.0,20
1342,1327,Carting,2.546875,1.0,2
748,735,Carting,2.546558138438005,1.0,18
289,256,Carting,2.5433480081677033,1.0,40
804,829,Carting,2.541345120923838,0.9629629629629629,27
431,339,Carting,2.541173682326923,1.0,50
1353,1346,Carting,2.540436613822849,1.0,8
240,192,Carting,2.5378041026100018,1.0,15
885,871,Carting,2.537593042057381,1.0,12
603,531,Carting,2.5366482400721257,1.0,43
1475,1437,Carting,2.5343881441428255,1.0,119
639,562,Carting,2.5339946489911243,1.0,152
950,939,Carting,2.5322067423460615,1.0,8
1367,1344,Carting,2.5310978320867643,1.0,9
1409,1386,Carting,2.5304577330103277,1.0,5
694,691,Carting,2.5301796157059315,1.0,4
572,562,Carting,2.523152709359606,1.0,8
812,816,Carting,2.5229671717171716,1.0,6
1279,1265,Carting,2.5206320079477975,1.0,10
869,857,Carting,2.5198488158670966,0.9642857142857143,28
1446,1426,Carting,2.5185185185185186,1.0,3
45,25,Carting,2.5179110364291852,1.0,109
955,946,Carting,2.5175438596491224,1.0,2
306,200,Carting,2.5169620037999443,1.0,45
293,290,Carting,2.5169055058623426,1.0,63
177,173,Carting,2.516112572349895,1.0,29
574,600,Carting,2.5156091420246702,1.0,136
1219,1332,Carting,2.5149813262505383,0.9941520467836257,171
1002,593,Carting,2.5146074871201205,1.0,12
686,681,Carting,2.5142857142857142,1.0,2
28,22,Carting,2.5114829454537486,0.9861111111111112,72
102,5,Carting,2.511111111111111,1.0,3
1229,1213,Carting,2.510721916971917,1.0,10
481,475,Carting,2.510646992503402,1.0,66
635,631,Carting,2.508676204995543,1.0,8
338,381,Carting,2.5066836594487243,1.0,9
1353,25,Carting,2.505964807752458,1.0,1112
36,27,Carting,2.5054209598098893,1.0,28
335,690,Carting,2.5048076923076925,1.0,1
1401,1356,Carting,2.501772347212003,1.0,85
1333,1315,Carting,2.5,1.0,1
1183,1165,Carting,2.5,1.0,1
134,143,Carting,2.499507629419167,1.0,76
618,656,Carting,2.4992346944210104,1.0,10
1156,1136,Carting,2.498851305234439,1.0,24
871,868,Carting,2.498263191916443,1.0,39
1228,1208,Carting,2.497266619065927,1.0,34
1119,1105,Carting,2.497164584708328,1.0,50
1382,1356,Carting,2.495660187151784,1.0,7
1024,1012,Carting,2.495522533022533,1.0,12
654,651,Carting,2.495103764210339,1.0,10
1284,1269,Carting,2.493940242763772,1.0,60
1377,1353,Carting,2.4937830687830687,1.0,6
42,46,Carting,2.4921102706816995,1.0,49
324,321,Carting,2.491904761904762,1.0,5
134,141,Carting,2.4913823202501457,1.0,56
571,560,Carting,2.491334943709697,1.0,66
604,523,Carting,2.4876993070070874,1.0,48
1074,1043,Carting,2.4866830065359475,1.0,10
1283,1268,Carting,2.4847675123618522,1.0,53
1016,963,Carting,2.483602975962729,1.0,20
331,184,Carting,2.4827509401642907,1.0,9
844,845,Carting,2.4825994318181817,1.0,8
1499,1475,Carting,2.479054162648666,1.0,4
297,294,Carting,2.477325595076167,1.0,30
848,838,Carting,2.4755122860903906,1.0,4
321,318,Carting,2.474903474903475,1.0,2
189,25,Carting,2.4740884118747903,1.0,11
955,938,Carting,2.4736954759799588,1.0,10
1460,1450,Carting,2.4733735970039388,1.0,30
673,1438,Carting,2.4730989296641854,1.0,96
290,294,Carting,2.472560975609756,1.0,2
812,812,Carting,2.4713760504201683,1.0,6
488,482,Carting,2.4712482468443198,1.0,2
579,562,Carting,2.4711704945623487,1.0,12
673,666,Carting,2.468080993080993,1.0,6
640,636,Carting,2.4674224081003744,0.8,5
897,884,Carting,2.4647744293009715,1.0,82
1497,1465,Carting,2.463034870394096,1.0,4
863,744,Carting,2.461719122966777,1.0,23
440,440,Carting,2.4615384615384617,1.0,1
865,860,Carting,2.461437405678174,1.0,16
1463,1437,Carting,2.4604166666666667,1.0,4
1226,1267,Carting,2.4601530408982923,1.0,84
1454,1421,Carting,2.4598954040958794,1.0,17
1454,1332,Carting,2.459336771989317,0.9696969696969697,33
603,526,Carting,2.4580419580419584,1.0,2
1146,1132,Carting,2.457618220336258,1.0,18
624,625,Carting,2.456878686433923,1.0,3
1181,1166,Carting,2.4555555555555557,1.0,2
520,523,Carting,2.4549060654759183,1.0,24
846,843,Carting,2.4536515571904745,1.0,42
1219,1287,Carting,2.453364631614071,1.0,20
1456,1436,Carting,2.4529857397504458,1.0,4
74,63,Carting,2.451603349673203,1.0,8
665,372,Carting,2.4506833040040976,1.0,14
566,600,Carting,2.4467722614896985,1.0,520
430,339,Carting,2.4466323423263128,1.0,90
134,600,Carting,2.4462276166748556,1.0,59
659,600,Carting,2.4456647685889625,1.0,31
593,586,Carting,2.445616444258035,1.0,32
748,871,Carting,2.4452126715429903,1.0,204
60,79,Carting,2.4447321612961557,1.0,18
536,551,Carting,2.4422754926532018,1.0,50
994,980,Carting,2.442007995556589,1.0,6
1422,1396,Carting,2.43787306430327,1.0,9
222,222,Carting,2.4375,1.0,1
204,325,Carting,2.437399474291756,1.0,99
344,354,Carting,2.4365301805151427,1.0,21
204,194,Carting,2.4352079068395893,0.9024390243902439,41
1219,1432,Carting,2.434364415803414,0.9818181818181818,165
1368,1347,Carting,2.432522607146937,1.0,17
76,277,Carting,2.432085299530504,1.0,7
296,295,Carting,2.4299450549450547,1.0,2
974,949,Carting,2.428486893786583,1.0,25
1442,1418,Carting,2.427887183414119,1.0,14
1319,1306,Carting,2.4270147123407995,1.0,3
1447,1426,Carting,2.426767676767677,1.0,4
79,79,Carting,2.4256928353378204,1.0,6
515,507,Carting,2.4252900673016065,1.0,4
328,25,Carting,2.425076842949595,1.0,81
1425,1402,Carting,2.425,1.0,2
578,562,Carting,2.4212443221872313,0.983957219251337,187
1110,1018,Carting,2.4211705360732823,1.0,37
694,693,Carting,2.4196197549365284,1.0,23
540,537,Carting,2.4194139194139197,1.0,2
1383,1364,Carting,2.4191880400611363,1.0,24
1028,1011,Carting,2.4183088133782347,1.0,49
56,74,Carting,2.41783861183656,1.0,12
479,473,Carting,2.4177180476979943,1.0,66
533,600,Carting,2.417685589826071,1.0,55
576,571,Carting,2.4169603645147126,1.0,12
1462,1458,Carting,2.4149572795625427,1.0,40
1014,963,Carting,2.4131778070968215,1.0,29
603,651,Carting,2.411366356028672,1.0,419
1024,1027,Carting,2.4111883010063857,1.0,48
379,369,Carting,2.4093222566906776,1.0,6
297,254,Carting,2.409090909090909,1.0,1
1195,1177,Carting,2.4084746889076776,1.0,70
1459,1434,Carting,2.4075352135999655,1.0,9
824,820,Carting,2.405829716005182,1.0,70
643,648,Carting,2.4055079491291065,1.0,41
944,936,Carting,2.4040434633458956,1.0,28
552,550,Carting,2.403990486257928,1.0,4
1431,1411,Carting,2.403704976051283,1.0,21
852,852,Carting,2.401696265938069,1.0,4
379,475,Carting,2.401318311517873,1.0,142
796,790,Carting,2.4005291005291007,1.0,3
442,448,Carting,2.399540759628995,1.0,20
61,70,Carting,2.3990361490361494,1.0,3
659,616,Carting,2.399000563098077,1.0,40
1377,1358,Carting,2.398198698593853,0.8089887640449438,89
204,203,Carting,2.397649003487438,0.9473684210526315,95
916,1202,Carting,2.3964421119466772,1.0,215
1423,1397,Carting,2.3951435691873892,1.0,6
1307,1295,Carting,2.3939682369764927,1.0,18
277,275,Carting,2.393566333699929,1.0,27
1461,704,Carting,2.392242108379201,1.0,43
409,409,Carting,2.3914859514430065,1.0,81
514,600,Carting,2.3907197785773557,1.0,12
605,529,Carting,2.3904834296138646,1.0,23
563,562,Carting,2.3900717187676643,0.9767441860465116,43
743,746,Carting,2.3897577912283796,0.9705882352941176,34
1434,1411,Carting,2.389301643986413,1.0,24
543,600,Carting,2.3882783882783882,1.0,3
81,79,Carting,2.3866721639025523,1.0,18
1180,1167,Carting,2.3864087301587302,1.0,28
389,383,Carting,2.3861617968443416,1.0,60
566,557,Carting,2.3855786943552904,1.0,13
731,744,Carting,2.3855147510649903,0.9090909090909091,11
1444,1423,Carting,2.3853953969234545,1.0,42
871,857,Carting,2.3853230487601045,1.0,232
1454,1424,Carting,2.3847239619705616,0.9965156794425087,287
906,897,Carting,2.3838073337425074,0.8838862559241706,422
1342,1326,Carting,2.383087027914614,1.0,4
831,828,Carting,2.3822918066418506,1.0,32
603,604,Carting,2.381206356321496,1.0,49
1237,1220,Carting,2.380654443843223,1.0,31
1136,1125,Carting,2.3799876496052965,0.9,10
916,895,Carting,2.3799452190949237,1.0,53
671,668,Carting,2.379895104895105,1.0,20
995,991,Carting,2.377816164789849,1.0,20
1328,1301,Carting,2.376859381750304,0.7142857142857143,7
1193,1173,Carting,2.3759433364988922,1.0,45
242,246,Carting,2.3749048781815203,1.0,26
528,531,Carting,2.3745614035087717,1.0,6
879,873,Carting,2.373809523809524,1.0,2
1374,1350,Carting,2.3712728683083326,1.0,7
987,981,Carting,2.3705762721330186,1.0,54
345,341,Carting,2.3688239229905896,1.0,36
344,357,Carting,2.3684556510662977,1.0,84
762,762,Carting,2.367438385332609,1.0,45
582,615,Carting,2.3667579464424815,1.0,12
618,600,Carting,2.364930521641805,1.0,96
973,549,Carting,2.3638398586477667,1.0,87
1216,1199,Carting,2.3636363636363638,1.0,2
712,721,Carting,2.3634184069028996,1.0,12
244,286,Carting,2.3632071242102786,1.0,13
204,25,Carting,2.3611340649968118,1.0,86
626,624,Carting,2.3609208091664233,1.0,18
1375,1356,Carting,2.3599792261942563,1.0,30
236,216,Carting,2.3592753623188405,1.0,4
212,711,Carting,2.359232871257698,1.0,78
1359,1381,Carting,2.3581486319387843,1.0,4
1019,1008,Carting,2.357142857142857,1.0,1
1496,1476,Carting,2.3556953044375644,1.0,14
1319,1307,Carting,2.3556808688387636,1.0,16
1036,1044,Carting,2.3556629845329535,1.0,22
86,140,Carting,2.354528916624199,1.0,36
592,590,Carting,2.3538731128472974,1.0,32
783,744,Carting,2.353867167745211,1.0,76
21,553,Carting,2.352315674211055,1.0,80
1310,1292,Carting,2.350925925925926,1.0,6
843,843,Carting,2.350135504759053,1.0,15
1238,1224,Carting,2.349892030822694,1.0,26
1363,1339,Carting,2.3494310929960496,1.0,24
814,810,Carting,2.346332427349508,1.0,42
1460,1452,Carting,2.3444986153327765,1.0,66
1305,908,Carting,2.3444441367929003,1.0,706
989,979,Carting,2.3441448031303103,1.0,18
351,339,Carting,2.344073200492571,1.0,7
20,1160,Carting,2.3432687424150456,1.0,24
190,330,Carting,2.340034399724802,1.0,15
767,766,Carting,2.336123965547626,1.0,21
313,309,Carting,2.334904474610357,1.0,26
906,9,Carting,2.3340458152958155,1.0,4
1310,1295,Carting,2.3333333333333335,1.0,1
740,744,Carting,2.3327763991268964,0.9230769230769231,26
479,472,Carting,2.3327744904667984,1.0,78
1492,1468,Carting,2.332661290322581,1.0,2
421,339,Carting,2.3322589719250555,1.0,32
1020,1023,Carting,2.331023347732017,0.9375,16
1353,1379,Carting,2.330749643217782,1.0,29
900,897,Carting,2.3306648075964507,0.7906976744186046,43
8,690,Carting,2.330651938095525,1.0,12
27,6,Carting,2.3274187499232184,1.0,171
145,135,Carting,2.3272930664107134,1.0,18
711,706,Carting,2.327258655450145,1.0,6
317,319,Carting,2.3262867647058822,1.0,4
643,645,Carting,2.3261936419207876,1.0,9
279,261,Carting,2.3247897632891017,1.0,35
925,929,Carting,2.323447277904809,1.0,28
1173,1160,Carting,2.32307991393535,1.0,29
562,562,Carting,2.3210859728506787,1.0,4
477,475,Carting,2.3188878315813297,1.0,48
1219,1207,Carting,2.3187370861136203,1.0,21
1372,1332,Carting,2.318406811301025,1.0,9
422,422,Carting,2.318311012602808,1.0,24
426,426,Carting,2.318245962047794,1.0,27
306,309,Carting,2.317719049426367,1.0,3
925,922,Carting,2.317260974319798,1.0,17
133,130,Carting,2.3171769671769673,1.0,3
1471,1446,Carting,2.31681277530361,0.9772727272727273,44
696,695,Carting,2.3164621769272933,1.0,6
1218,1196,Carting,2.315596893156107,1.0,90
916,890,Carting,2.3113653546066337,1.0,8
345,336,Carting,2.309429633446206,0.9411764705882353,51
640,576,Carting,2.30765358605375,1.0,10
594,591,Carting,2.3076473009844585,1.0,35
653,650,Carting,2.307131451362261,1.0,20
1364,1371,Carting,2.3050550452739236,1.0,4
883,871,Carting,2.304247827684112,0.9705882352941176,68
1402,1380,Carting,2.3028056484578223,1.0,4
951,945,Carting,2.30240930940794,1.0,29
916,668,Carting,2.2995117560398244,1.0,625
739,789,Carting,2.298608104569448,1.0,26
470,466,Carting,2.29735232629003,1.0,28
1257,1244,Carting,2.2972458310919848,1.0,13
1052,1034,Carting,2.2970037647187933,0.9565217391304348,46
1240,1221,Carting,2.2945238095238096,1.0,4
878,874,Carting,2.2944274205982116,1.0,12
871,866,Carting,2.2936837891106183,1.0,3
1485,1461,Carting,2.293091168091168,1.0,4
1385,1372,Carting,2.29248253531866,1.0,4
25,6,Carting,2.292466366215802,0.9705882352941176,34
1384,1365,Carting,2.292277591973244,1.0,10
1418,1395,Carting,2.2922126901086175,1.0,26
1051,1041,Carting,2.2919774669774666,1.0,30
566,549,Carting,2.2907602777443556,1.0,335
310,313,Carting,2.2903450909349248,1.0,24
1305,1202,Carting,2.290263011674343,1.0,402
1003,593,Carting,2.2883750662706435,1.0,15
603,25,Carting,2.287915062023958,1.0,965
825,826,Carting,2.2868031751499744,1.0,135
1377,1375,Carting,2.286779969125567,1.0,10
106,5,Carting,2.2853405397910733,1.0,69
1431,1410,Carting,2.2839946149156676,1.0,6
340,57,Carting,2.2825361512791993,1.0,2
180,25,Carting,2.280972926824646,1.0,6
940,903,Carting,2.2799818271960737,1.0,8
680,668,Carting,2.279920657739621,1.0,12
271,277,Carting,2.2790540670756876,1.0,28
1411,1390,Carting,2.2789330469029716,1.0,3
1402,1332,Carting,2.278726527439689,0.8,5
640,641,Carting,2.2779209292412617,1.0,30
1208,1194,Carting,2.2758620689655173,1.0,2
1353,1350,Carting,2.2746576857136787,1.0,20
868,857,Carting,2.274066755810177,1.0,16
889,881,Carting,2.273611111111111,1.0,3
1141,1125,Carting,2.272622273576461,1.0,38
361,361,Carting,2.271915608757714,1.0,22
429,365,Carting,2.271050521251002,1.0,2
189,202,Carting,2.270889122833169,1.0,30
233,233,Carting,2.2698618340723606,1.0,14
741,744,Carting,2.269205225920537,1.0,66
1313,1292,Carting,2.267794297206062,1.0,6
1138,1122,Carting,2.2670825906120022,1.0,6
1185,1160,Carting,2.2662863833990787,1.0,21
51,56,Carting,2.2658755943849114,1.0,7
222,234,Carting,2.2658668730650153,1.0,6
603,507,Carting,2.2658293332587185,1.0,107
981,973,Carting,2.2656641604010024,1.0,2
745,744,Carting,2.264561128526646,1.0,6
920,915,Carting,2.2636467398270805,1.0,28
1413,1418,Carting,2.261621833475643,0.975,40
218,204,Carting,2.261610578494491,1.0,64
555,594,Carting,2.261492221277138,1.0,15
924,898,Carting,2.261316124246782,0.9523809523809523,21
1140,1123,Carting,2.25968487394958,1.0,8
1028,1012,Carting,2.259275671854428,0.9615384615384616,208
8,200,Carting,2.2591686604562033,0.9851301115241635,269
139,135,Carting,2.258483500968698,1.0,44
345,355,Carting,2.257865487195983,0.9666666666666667,30
870,879,Carting,2.25731322209055,1.0,39
1326,1306,Carting,2.255466428995841,1.0,11
618,619,Carting,2.253398556577477,1.0,24
359,356,Carting,2.253227156861369,1.0,18
28,46,Carting,2.252897583824843,1.0,138
714,715,Carting,2.252167730299667,1.0,4
1337,1318,Carting,2.25,1.0,2
1287,1281,Carting,2.249446927066093,1.0,4
880,872,Carting,2.2476190476190476,1.0,2
778,777,Carting,2.2475258659469186,1.0,3
548,540,Carting,2.2474945179984194,0.9911504424778761,113
553,550,Carting,2.245397512405185,1.0,9
748,562,Carting,2.2435563849190627,1.0,480
1016,964,Carting,2.243272776404519,1.0,5
24,18,Carting,2.242063492063492,1.0,13
685,680,Carting,2.241484629872532,1.0,8
812,814,Carting,2.2406923922851343,1.0,26
480,475,Carting,2.2396156234421163,1.0,52
45,47,Carting,2.238894824311491,1.0,18
656,651,Carting,2.236190419210109,1.0,84
1433,1416,Carting,2.234809319168863,0.9428571428571428,35
627,625,Carting,2.2345406053718837,1.0,20
1424,1403,Carting,2.233974358974359,1.0,4
916,887,Carting,2.2333487601579707,0.9196428571428571,112
603,1432,Carting,2.2331843374026232,1.0,246
1353,1330,Carting,2.2329853594393936,0.6923076923076923,13
1461,700,Carting,2.232438317224213,1.0,31
1301,1288,Carting,2.2312013694366635,1.0,6
28,37,Carting,2.2294218045969676,1.0,46
1417,1400,Carting,2.229041242100705,1.0,18
859,826,Carting,2.2289038695975605,1.0,64
492,482,Carting,2.2288993513722595,1.0,67
80,79,Carting,2.2287246931980995,1.0,9
546,541,Carting,2.228573383413357,1.0,70
1440,1417,Carting,2.2284057042390377,1.0,18
748,731,Carting,2.2283618322763177,1.0,142
1107,1085,Carting,2.2272937510067923,1.0,44
1219,1212,Carting,2.2272584393789057,1.0,75
811,805,Carting,2.226615847449626,1.0,18
973,999,Carting,2.2235017155706727,1.0,63
1404,1332,Carting,2.221660641806983,1.0,72
1379,1359,Carting,2.2201436130007557,1.0,21
566,563,Carting,2.2194756174412924,1.0,95
1021,1013,Carting,2.219314323180799,0.9887640449438202,89
62,68,Carting,2.218935574229692,1.0,6
134,115,Carting,2.2179145423643605,1.0,27
242,256,Carting,2.2176521871374812,1.0,6
878,878,Carting,2.2175761249703205,1.0,15
748,668,Carting,2.216910484823838,1.0,614
947,941,Carting,2.2168870604204156,1.0,52
70,75,Carting,2.2163736146632567,1.0,10
625,625,Carting,2.215966386554622,1.0,2
810,794,Carting,2.2156888209829386,1.0,20
159,135,Carting,2.2151445361511826,0.9366197183098591,142
811,794,Carting,2.2144185777297785,1.0,24
603,555,Carting,2.2115827916429165,1.0,44
55,6,Carting,2.211408012888089,1.0,9
990,981,Carting,2.210179211469534,1.0,3
349,339,Carting,2.208100501950226,1.0,20
326,25,Carting,2.20742745637646,1.0,66
649,654,Carting,2.206394497710287,1.0,35
574,571,Carting,2.2062118942692748,1.0,74
589,572,Carting,2.2060536741347225,1.0,14
635,632,Carting,2.205480599984101,1.0,45
1187,1160,Carting,2.2048414596808144,1.0,5
964,956,Carting,2.2027777777777775,1.0,2
456,453,Carting,2.2021277665294785,1.0,69
315,310,Carting,2.2020071313549576,1.0,6
555,974,Carting,2.201260909570049,1.0,4
241,192,Carting,2.200864761098628,1.0,20
474,475,Carting,2.1980820105820107,1.0,36
767,744,Carting,2.197383170985359,1.0,7
1460,1447,Carting,2.1965225475036805,1.0,16
1138,1124,Carting,2.196078431372549,1.0,2
238,240,Carting,2.1947916666666667,1.0,4
637,638,Carting,2.1925589514115056,1.0,32
49,53,Carting,2.192555046025797,0.8947368421052632,19
748,738,Carting,2.192007382568962,1.0,71
748,734,Carting,2.191218570894642,1.0,33
513,511,Carting,2.1909722222222223,1.0,4
1236,1201,Carting,2.190279799158511,1.0,80
1160,1140,Carting,2.189246070328958,1.0,22
521,600,Carting,2.188485386317536,1.0,4
1209,1189,Carting,2.1882256191950464,1.0,4
28,600,Carting,2.1874165201617295,1.0,815
1460,1448,Carting,2.187054828973794,1.0,43
677,668,Carting,2.1870452194700314,1.0,8
627,624,Carting,2.186110026995778,1.0,6
826,807,Carting,2.185786676000137,1.0,16
344,393,Carting,2.1856464182769297,0.75,4
38,38,Carting,2.184615384615385,0.6,5
170,259,Carting,2.183110976307019,1.0,10
8,41,Carting,2.1825319488467074,0.5827067669172933,266
473,477,Carting,2.1804195804195805,0.75,4
93,5,Carting,2.1801756955276086,0.9166666666666666,12
275,79,Carting,2.179998111619992,0.9923664122137404,131
881,872,Carting,2.179418578497526,1.0,10
1496,1466,Carting,2.1793414918414915,0.8333333333333334,6
8,67,Carting,2.1790578628667867,1.0,12
8,1418,Carting,2.1774496676271857,1.0,665
1432,1416,Carting,2.176729024943311,1.0,3
280,79,Carting,2.1755556781781156,1.0,15
635,562,Carting,2.1753979537056427,1.0,130
640,577,Carting,2.175318691213469,0.9787234042553191,47
1364,1346,Carting,2.1749540181097906,1.0,4
204,218,Carting,2.1739991782070924,1.0,84
306,305,Carting,2.1737857821191153,1.0,21
1170,1160,Carting,2.1723927789900728,0.96,50
1339,857,Carting,2.1718723028617086,1.0,27
645,701,Carting,2.1710671923090223,1.0,18
1229,1239,Carting,2.168611670020121,1.0,3
713,713,Carting,2.1685425685425685,1.0,3
292,291,Carting,2.1684880777080267,1.0,40
8,65,Carting,2.168091311720241,1.0,105
1238,1216,Carting,2.167763157894737,1.0,2
1440,1388,Carting,2.1673027916510517,1.0,24
315,308,Carting,2.166666666666667,1.0,2
890,908,Carting,2.1664942839437007,0.8461538461538461,65
107,135,Carting,2.1662468737099823,0.9763779527559056,254
979,945,Carting,2.1649430193389594,1.0,6
276,273,Carting,2.1648706314610204,1.0,15
279,276,Carting,2.164255804412393,1.0,18
1219,600,Carting,2.1641264658322026,1.0,374
1304,1289,Carting,2.163278079231242,1.0,62
764,762,Carting,2.1623532732533772,1.0,35
1023,1018,Carting,2.162317209225832,0.9878542510121457,247
380,375,Carting,2.1610094625618483,1.0,41
1026,1014,Carting,2.159090909090909,1.0,2
712,683,Carting,2.158068288293693,1.0,56
333,25,Carting,2.1572669938154387,1.0,130
760,762,Carting,2.1572470913383377,1.0,4
189,201,Carting,2.1566765312528027,1.0,3
830,825,Carting,2.15625,1.0,2
831,827,Carting,2.1561993594449733,1.0,57
959,965,Carting,2.155812427898229,1.0,8
1341,1325,Carting,2.1551849288565426,1.0,8
1276,1260,Carting,2.1538461538461537,1.0,1
1271,1255,Carting,2.1537062937062936,1.0,15
361,362,Carting,2.153468427259355,0.9803921568627451,51
1436,1411,Carting,2.152077678260056,1.0,32
287,285,Carting,2.151711274738975,0.9736842105263158,38
333,327,Carting,2.150892857142857,1.0,2
1488,1475,Carting,2.150289661319073,1.0,3
