,delay_ratio,delay_ratio,sla_breach,osrm_distance,trip_uuid,route_risk_score
,mean,median,mean,mean,count,mean
recommended_route_type,,,,,,
Carting,2.0351413469493895,1.853658536585366,0.9565845794652288,285.1153733052143,143912,0.6229337275403699
FTL,4.23079974146839,3.955092053985528,1.0,651.7381627516779,298,1.2909525767374848
