source_center,destination_center,mean_delay_ratio,delay_variance,avg_distance,avg_actual_time,sla_breach_rate,trip_count,corridor_risk,corridor
IND560064AAD,IND560043AAC,2.4647744293009715,0.4650559462254297,13.112882926829268,33.98780487804878,1.0,82,1.4254265555880177,IND560064AAD → IND560043AAC
IND132103AAA,IND131028AAB,2.2287246931980995,0.7765259737640064,45.97852222222222,84.66666666666667,1.0,9,1.4244476694084418,IND132103AAA → IND131028AAB
IND501359AAE,IND500010AAB,2.2283618322763177,0.7739066906182164,35.55020422535211,68.85211267605634,1.0,142,1.423516740095992,IND501359AAE → IND500010AAB
IND611001AAA,IND610001AAA,2.5840822440087146,0.29626561757683206,23.871558333333336,44.083333333333336,1.0,12,1.4225125828765355,IND611001AAA → IND610001AAA
IND396191AAC,IND396232AAA,2.6309923328305684,0.23044461157729787,13.691888235294117,27.764705882352942,1.0,34,1.4215303166054167,IND396191AAC → IND396232AAA
IND842003AAB,IND483225AAA,2.786300505050505,0.021400678183348704,28.62485,54.666666666666664,1.0,6,1.4209404054752068,IND842003AAB → IND483225AAA
IND413401AAA,IND411033AAA,2.4212443221872313,0.5204538455866465,135.92437807486633,236.75401069518716,0.983957219251337,187,1.4198210483262876,IND413401AAA → IND411033AAA
IND222125AAB,IND222001AAA,2.795138888888889,0.0006028163580246948,24.720950000000002,47.5,1.0,2,1.418236400462963,IND222125AAB → IND222001AAA
IND786001AAB,IND785675AAA,2.4937830687830687,0.3988159276056101,35.2801,63.5,1.0,6,1.4171580057949105,IND786001AAB → IND785675AAA
IND781018AAB,IND110037AAM,2.5307129006080227,0.34881824996771704,902.9124666079296,1663.6105726872247,1.0,1135,1.4169306352335242,IND781018AAB → IND110037AAM
IND721306AAA,IND721507AAA,2.349892030822694,0.5875588960776323,39.742,81.23076923076923,1.0,26,1.4162244811523674,IND721306AAA → IND721507AAA
IND629179AAA,IND627005AAA,2.2272937510067923,0.748898500541766,68.03346363636363,123.22727272727273,1.0,44,1.4155870505652468,IND629179AAA → IND627005AAA
IND486886AAA,IND486889AAA,2.5743537414965987,0.28416760609005504,24.6264,53.57142857142857,1.0,7,1.414991778425656,IND486886AAA → IND486889AAA
IND842001AAA,IND845438AAA,2.4733735970039388,0.41820222119033235,86.42485,151.7,1.0,30,1.4148101051586752,IND842001AAA → IND845438AAA
IND843109AAB,IND842001AAA,2.4604166666666667,0.4340451388888889,13.1866,23.0,1.0,4,1.4143802083333332,IND843109AAB → IND842001AAA
IND533106AAA,IND534260AAC,2.2175761249703205,0.7563239481987496,52.00553333333334,107.2,1.0,15,1.4139276344477532,IND533106AAA → IND534260AAC
IND495004AAA,IND495671AAA,2.6539778576080333,0.17434491128367569,48.80323333333333,86.66666666666667,1.0,3,1.4138946164283162,IND495004AAA → IND495671AAA
IND465333AAA,IND462022AAA,2.279920657739621,0.6686308534756896,80.03049166666666,124.0,1.0,12,1.4125575191385555,IND465333AAA → IND462022AAA
IND124507AAA,IND131028AAB,2.4447321612961557,0.4394055232156214,38.54046666666667,103.16666666666667,1.0,18,1.4097145214831488,IND124507AAA → IND131028AAB
IND802101AAA,IND802158AAB,2.2789330469029716,0.6583948222558851,62.71896666666667,107.66666666666667,1.0,3,1.4090916654379542,IND802101AAA → IND802158AAB
IND560048AAB,IND562132AAA,2.103361284421417,1.053907735279211,26.80563823529412,75.1029411764706,0.8382352941176471,68,1.4089874225876242,IND560048AAB → IND562132AAA
IND742102AAB,IND742121AAB,1.9077266935978328,1.4853746317354166,95.00553333333333,143.33333333333334,0.6666666666666666,3,1.4087030669597582,IND742102AAB → IND742121AAB
IND786001AAB,IND786125AAA,2.6408643081056873,0.17334474846925244,29.850839999999998,50.8,1.0,5,1.4083491477830508,IND786001AAB → IND786125AAA
IND414001AAA,IND411033AAA,2.713281826500723,0.07491754342220461,92.6701,185.5,1.0,6,1.4077879936269506,IND414001AAA → IND411033AAA
IND521185AAA,IND521225AAB,2.4536515571904745,0.4201524842593966,42.285804761904764,77.88095238095238,1.0,42,1.4075063681540088,IND521185AAA → IND521225AAB
IND000000AET,IND000000AAS,2.5788989554505233,0.25243323285461067,53.50026666666667,93.29166666666667,1.0,24,1.4072895520365925,IND000000AET → IND000000AAS
IND796081AAA,IND788026AAC,2.7456070966863986,0.029383057808673216,75.019475,142.0,1.0,4,1.4070577560171615,IND796081AAA → IND788026AAC
IND000000ACA,IND142401AAA,2.0979710391440496,0.8928824317354342,27.14565416666667,40.916666666666664,1.0,24,1.4070531451782502,IND000000ACA → IND142401AAA
IND124001AAB,IND126102AAA,2.41783861183656,0.46632868236898073,45.056025,78.41666666666667,1.0,12,1.4070340494453182,IND124001AAB → IND126102AAA
IND174103AAA,IND160002AAC,2.3272930664107134,0.5808768481087275,51.07129444444445,116.55555555555556,1.0,18,1.4051802809969036,IND174103AAA → IND160002AAC
IND425508AAB,IND450331AAA,2.6253266182203876,0.18213795567320312,19.32603333333333,37.625,1.0,48,1.404772033990116,IND425508AAB → IND450331AAA
IND572201AAB,IND573103AAA,2.147673872180451,0.81843329761787,26.551299999999998,40.5,1.0,4,1.4045995381575416,IND572201AAB → IND573103AAA
IND602024AAA,IND602001AAA,2.594426406926407,0.2219229844141514,13.318927777777779,22.77777777777778,1.0,18,1.4043474580948083,IND602024AAA → IND602001AAA
IND586101AAA,IND416404AAA,2.5146074871201205,0.32362107428306397,46.288941666666666,81.5,1.0,12,1.4029293171329675,IND586101AAA → IND416404AAA
IND533401AAA,IND533106AAA,2.304247827684112,0.6320735239975324,61.91195882352942,99.98529411764706,0.9705882352941176,68,1.40249765886114,IND533401AAA → IND533106AAA
IND641062AAD,IND641008AAA,2.25968487394958,0.6617690634236889,27.345375,63.5,1.0,8,1.4024046686069387,IND641062AAD → IND641008AAA
IND713148AAA,IND713128AAB,2.497266619065927,0.3429529040160957,35.235044117647064,78.67647058823529,1.0,34,1.4017925188311995,IND713148AAA → IND713128AAB
IND474003AAA,IND475661AAB,2.5301796157059315,0.2983948982965166,60.19327500000001,116.5,1.0,4,1.4015903157713276,IND474003AAA → IND475661AAB
IND416012AAA,IND415612AAA,2.571339623159378,0.24185271928121188,85.59655306122448,164.0204081632653,1.0,49,1.4010916650481149,IND416012AAA → IND415612AAA
IND421401AAC,IND421601AAB,2.6233297197521486,0.2070003099434953,22.76722962962963,41.592592592592595,0.9629629629629629,27,1.400320869772797,IND421401AAC → IND421601AAB
IND534001AAA,IND521225AAB,2.5874686716791984,0.21761395971130804,46.28436666666667,85.0,1.0,3,1.4002716565850717,IND534001AAA → IND521225AAB
IND843126AAA,IND842001AAA,2.5756049642079053,0.23280279302468632,20.47837666666667,35.2,1.0,30,1.400082823590568,IND843126AAA → IND842001AAA
IND733128AAA,IND733129AAB,2.637802958697209,0.14734211857585897,34.4317625,76.5,1.0,8,1.3993238190516413,IND733128AAA → IND733129AAB
IND473226AAA,IND474003AAA,2.1411216910795154,0.8088466025239321,147.95303370786516,335.44943820224717,1.0,89,1.399102657188986,IND473226AAA → IND474003AAA
IND385535AAA,IND384205AAA,2.2288993513722595,0.691181146424814,61.358764179104476,113.77611940298507,1.0,67,1.398914084476348,IND385535AAA → IND384205AAA
IND712311AAA,IND834002AAB,2.457165539503168,0.4031677008343174,223.03077928994082,391.43195266272187,0.9822485207100592,169,1.3984910822645802,IND712311AAA → IND834002AAB
IND760003AAB,IND754022AAA,2.697520395533477,0.06405860764576811,68.96206,137.8,1.0,5,1.3982257405071212,IND760003AAB → IND754022AAA
IND403002AAA,IND403726AAB,2.1302681992337162,0.8181507905051305,20.673133333333336,52.0,1.0,3,1.3975525168450258,IND403002AAA → IND403726AAB
IND500039AAD,IND501359AAE,2.3327763991268964,0.6237852959020959,26.201619230769232,58.11538461538461,0.9230769230769231,26,1.3971692253444643,IND500039AAD → IND501359AAE
IND508377AAB,IND501359AAE,2.1051251508673547,0.8398546119810989,96.75490350877192,147.21052631578948,1.0,57,1.3940064439412716,IND508377AAB → IND501359AAE
IND842001AAA,IND846004AAA,2.3444986153327765,0.5202107707976653,50.21790909090909,85.54545454545455,1.0,66,1.39386267737241,IND842001AAA → IND846004AAA
IND673121AAA,IND670645AAB,2.498851305234439,0.31429099864587057,23.534420833333332,57.5,1.0,24,1.3938278216875368,IND673121AAA → IND670645AAB
IND333031AAA,IND331023AAA,2.65420966208625,0.10662158206497323,33.943580000000004,65.4,1.0,10,1.3936703394539922,IND333031AAA → IND331023AAA
IND562132AAA,IND560066AAB,2.3113653546066337,0.5631574931503038,26.1141625,64.5,1.0,8,1.3934933897877446,IND562132AAA → IND560066AAB
IND834002AAB,IND825102AAA,2.4598954040958794,0.3646576731266318,75.1465,155.11764705882354,1.0,17,1.3933554635763412,IND834002AAB → IND825102AAA
IND570020AAA,IND571301AAA,2.317260974319798,0.553882582061791,26.483111764705882,52.529411764705884,1.0,17,1.3930691643464566,IND570020AAA → IND571301AAA
IND416510AAA,IND416602AAC,2.601975279935806,0.17289940894104536,41.010241666666666,79.33333333333333,1.0,12,1.392659934656636,IND416510AAA → IND416602AAC
IND177203AAA,IND177101AAA,2.0205920205920207,0.947531094249241,31.82626666666667,72.66666666666667,1.0,3,1.3924961365115807,IND177203AAA → IND177101AAA
IND577126AAA,IND577201AAA,2.7271255060728747,0.005207829081683733,64.15163333333334,168.0,1.0,3,1.3924125511536551,IND577126AAA → IND577201AAA
IND533106AAA,IND533262AAA,2.2944274205982116,0.5810291410472399,39.76814166666667,85.5,1.0,12,1.3920797105534568,IND533106AAA → IND533262AAA
IND413501AAA,IND411033AAA,2.4711704945623487,0.3439712069632227,158.947825,287.0,1.0,12,1.3916595599139063,IND413501AAA → IND411033AAA
IND722202AAA,IND713205AAB,2.7279411764705883,0.0009731833910034533,19.4585,45.0,1.0,2,1.3914684256055365,IND722202AAA → IND713205AAB
IND125104AAA,IND125005AAA,2.65807763902476,0.09257964155570253,97.31484285714285,183.14285714285714,1.0,7,1.391004948076615,IND125104AAA → IND125005AAA
IND244901AAB,IND243201AAA,2.6549787729208463,0.09452927629626466,62.74434,153.8,1.0,5,1.390350292057218,IND244901AAB → IND243201AAA
IND242221AAA,IND207247AAB,2.5378041026100018,0.24773828005598858,54.789139999999996,153.26666666666668,1.0,15,1.3894431250607973,IND242221AAA → IND207247AAB
IND382721AAA,IND382430AAB,2.510646992503402,0.2836981296719581,31.14717575757576,70.53030303030303,1.0,66,1.3893682359029482,IND382721AAA → IND382430AAB
IND842003AAB,IND483501AAA,2.392242108379201,0.4392817285672634,55.07244186046512,101.44186046511628,1.0,43,1.3886813619218594,IND842003AAB → IND483501AAA
IND424006AAA,IND452001AAC,2.4992346944210104,0.2952504750981401,58.75557,99.1,1.0,10,1.3882690202978463,IND424006AAA → IND452001AAC
IND507002AAA,IND508001AAA,2.6128828803586437,0.14231998577318422,79.06136000000001,149.8,1.0,5,1.387849147875413,IND507002AAA → IND508001AAA
IND635802AAB,IND635601AAB,2.497164584708328,0.2964778979343149,28.923362,50.58,1.0,50,1.3878092032636258,IND635802AAB → IND635601AAB
IND679303AAA,IND679531AAA,2.5859339889802078,0.17702783050414997,14.933942857142856,36.892857142857146,1.0,28,1.3874819447433282,IND679303AAA → IND679531AAA
IND246763AAA,IND246761AAA,2.6375928568456164,0.10662915051842028,35.84115454545454,66.18181818181819,1.0,22,1.3870258878937727,IND246763AAA → IND246761AAA
IND721253AAC,IND721306AAA,2.380654443843223,0.4360829739305575,42.23813870967742,80.03225806451613,1.0,31,1.3830866697164566,IND721253AAC → IND721306AAA
IND160002AAC,IND173212AAA,2.4913823202501457,0.287475128338821,74.0047375,155.10714285714286,1.0,56,1.3827954666017046,IND160002AAC → IND173212AAA
IND500008AAC,IND500084AAB,2.101754385964912,0.8066728224068948,11.298300000000001,37.0,1.0,2,1.3827036011080334,IND500008AAC → IND500084AAB
IND243001AAA,IND243503AAB,2.3749048781815203,0.438395866561045,25.658838461538462,54.46153846153846,1.0,26,1.3814807112409215,IND243001AAA → IND243503AAB
IND504215AAA,IND505001AAB,2.367438385332609,0.4475945024210345,48.37083555555556,100.86666666666666,1.0,45,1.3812537048593538,IND504215AAA → IND505001AAB
IND110037AAM,IND110024AAA,2.5932750048752466,0.14487254707811265,19.87132777777778,50.888888888888886,1.0,36,1.3807717660735326,IND110037AAM → IND110024AAA
IND504251AAA,IND504293AAA,2.598283752860412,0.13590273814074527,32.7668,75.25,1.0,4,1.3800843225863886,IND504251AAA → IND504293AAA
IND509301AAA,IND509216AAC,2.080422193238334,0.8259524811038381,28.10068888888889,43.888888888888886,1.0,9,1.379954621626485,IND509301AAA → IND509216AAC
IND781014AAA,IND781102AAA,2.5638349089635852,0.17907137804302775,17.280825,30.625,1.0,8,1.3792553769983424,IND781014AAA → IND781102AAA
IND500035AAA,IND500039AAC,2.6931818181818183,0.006456611570247923,13.271249999999998,31.0,1.0,2,1.3792097107438017,IND500035AAA → IND500039AAC
IND756019AAA,IND757025AAA,2.3556808688387636,0.4551358729600387,26.81795625,44.625,1.0,16,1.3788131094235172,IND756019AAA → IND757025AAA
IND501359AAE,IND500039AAD,2.546558138438005,0.19990975921526294,25.083244444444446,53.27777777777778,1.0,18,1.378596183139781,IND501359AAE → IND500039AAD
IND342005AAD,IND342601AAA,2.318245962047794,0.5041697805081942,44.31348518518518,86.74074074074075,1.0,27,1.3785493189715758,IND342005AAD → IND342601AAA
IND713130AAA,IND741123AAB,2.4601530408982923,0.31416007647655486,44.82700833333333,86.77380952380952,1.0,84,1.3783092393022836,IND713130AAA → IND741123AAB
IND431603AAA,IND431708AAA,2.2779209292412617,0.5524193093870265,28.37973,46.333333333333336,1.0,30,1.3768941645126127,IND431603AAA → IND431708AAA
IND124507AAA,IND131028AAE,2.6092627733998603,0.11051155530858348,38.37505,109.0,1.0,6,1.3768585759525191,IND124507AAA → IND131028AAE
IND834002AAB,IND781018AAB,2.459336771989317,0.3401726793746606,518.7145575757576,1030.969696969697,0.9696969696969697,33,1.3766956035172158,IND834002AAB → IND781018AAB
IND505001AAB,IND505209AAA,2.336123965547626,0.47136685132971967,48.352180952380955,83.38095238095238,1.0,21,1.3758596416179665,IND505001AAB → IND505209AAA
IND741126AAB,IND741156AAA,2.493940242763772,0.26027633377951453,19.436078333333334,33.7,1.0,60,1.3756589972393631,IND741126AAB → IND741156AAA
IND205135AAA,IND283203AAA,2.340034399724802,0.46379564916932914,22.132893333333335,42.266666666666666,1.0,15,1.3751524546407194,IND205135AAA → IND283203AAA
IND414302AAB,IND411033AAA,2.6053033043145666,0.10847041162262984,70.6716,143.25,1.0,8,1.3746624452126157,IND414302AAB → IND411033AAA
IND245101AAA,IND201007AAA,2.6054770408163264,0.10634929049062009,28.911760000000005,85.4,1.0,10,1.3740956034737166,IND245101AAA → IND201007AAA
IND144001AAB,IND144401AAB,1.921029291221599,1.2466596099256788,13.184611538461537,21.384615384615383,0.7692307692307693,26,1.3731788302355739,IND144001AAB → IND144401AAB
IND562132AAA,IND712311AAA,2.4006252503172942,0.3747549406393513,935.1407217592592,1549.1712962962963,1.0,216,1.372676582318723,IND562132AAA → IND712311AAA
IND322241AAA,IND322201AAA,2.3861617968443416,0.3938365263371293,24.26206,39.53333333333333,1.0,60,1.3726156766388755,IND322241AAA → IND322201AAA
IND521225AAB,IND521001AAA,2.4755122860903906,0.27230205896272147,56.057725,106.75,1.0,4,1.3718955321249726,IND521225AAB → IND521001AAA
IND410505AAB,IND411033AAA,2.3210859728506787,0.4765537369559729,18.08765,47.25,1.0,4,1.3714005102270634,IND410505AAB → IND411033AAA
IND000000ACB,IND712311AAA,2.2219027153286337,0.6093145795142402,726.1997479888073,1128.0531654424624,0.9989506820566632,2859,1.3712406646027246,IND000000ACB → IND712311AAA
IND741123AAB,IND741126AAB,2.4847675123618522,0.2572114260539648,25.86619245283019,45.113207547169814,1.0,53,1.3710704327609304,IND741123AAB → IND741126AAB
IND783370AAC,IND783301AAA,2.3494310929960496,0.4345223190572587,52.2695875,89.75,1.0,24,1.3701291329155973,IND783370AAC → IND783301AAA
IND160002AAC,IND174001AAA,2.499507629419167,0.23396360919881948,116.3153644736842,218.77631578947367,1.0,76,1.3699921345273127,IND160002AAC → IND174001AAA
IND396105AAA,IND396191AAC,2.1909722222222223,0.6400236599269341,12.677375,20.0,1.0,4,1.368395986866969,IND396105AAA → IND396191AAC
IND443301AAA,IND443201AAA,2.6204445505564986,0.064665457544743,35.5373,66.0,1.0,4,1.3675774574860224,IND443301AAA → IND443201AAA
IND814112AAA,IND814133AAB,2.403704976051283,0.3505988700309326,53.97240476190476,91.52380952380952,1.0,21,1.366661651429793,IND814112AAA → IND814133AAB
IND784125AAA,IND784110AAA,2.5310978320867643,0.17873059240559075,46.2633,92.55555555555556,1.0,9,1.366058310556383,IND784125AAA → IND784110AAA
IND400011AAA,IND400072AAB,2.4549060654759183,0.27704889938143734,13.920091666666666,31.166666666666668,1.0,24,1.3650770960047984,IND400011AAA → IND400072AAB
IND815301AAA,IND814133AAB,2.389301643986413,0.3643181792409869,92.57522916666666,163.45833333333334,1.0,24,1.3650161113668615,IND815301AAA → IND814133AAB
IND768004AAD,IND768028AAA,2.383087027914614,0.36991944406247096,36.7753,65.5,1.0,4,1.364210644384587,IND768004AAD → IND768028AAA
IND767017AAA,IND767001AAA,2.583797268907563,0.10030791406636186,33.95831666666667,59.666666666666664,1.0,6,1.363611281782934,IND767017AAA → IND767001AAA
IND560043AAC,IND562132AAA,2.1081404187891812,0.775030459812143,22.044454166666668,65.5625,0.9583333333333334,48,1.3632653054593153,IND560043AAC → IND562132AAA
IND205001AAB,IND209625AAA,2.1566765312528027,0.6685847639902536,46.73163333333334,102.66666666666667,1.0,3,1.363246041698197,IND205001AAB → IND209625AAA
IND342902AAA,IND302014AAA,2.541173682326923,0.1558556583192781,144.697238,271.62,1.0,50,1.3632261704265527,IND342902AAA → IND302014AAA
IND245304AAA,IND201007AAA,2.555417604854882,0.13166881248374868,23.67288269230769,69.71153846153847,1.0,52,1.3616676856870775,IND245304AAA → IND201007AAA
IND262122AAB,IND244901AAB,2.5433480081677033,0.1409298987369853,84.18714,161.025,1.0,40,1.359618172888177,IND262122AAB → IND244901AAB
IND757024AAA,IND756019AAA,2.0414123801220576,0.809009743776456,58.4184,109.0,1.0,2,1.3592678751817597,IND757024AAA → IND756019AAA
IND451666AAA,IND421302AAG,2.4456647685889625,0.2690332464291638,211.87947741935483,354.38709677419354,1.0,31,1.3589758813643342,IND451666AAA → IND421302AAG
IND474003AAA,IND476111AAA,2.4196197549365284,0.30364957828336653,53.11526956521739,111.43478260869566,1.0,23,1.3589427754596213,IND474003AAA → IND476111AAA
IND732103AAA,IND732138AAA,2.553367983367983,0.12476148645046777,34.065175,81.5,1.0,4,1.3587756392823338,IND732103AAA → IND732138AAA
IND174101AAB,IND134102AAA,2.645833333333333,0.0008680555555555587,26.6599,49.0,1.0,2,1.35859375,IND174101AAB → IND134102AAA
IND110024AAA,IND110014AAA,2.242063492063492,0.5390126343747375,9.667453846153846,16.615384615384617,1.0,13,1.358529187137818,IND110024AAA → IND110014AAA
IND160002AAC,IND421302AAG,2.4462276166748556,0.2646977310136254,804.5941593220339,1401.4745762711864,1.0,59,1.3579003659740299,IND160002AAC → IND421302AAG
IND441904AAB,IND441912AAA,1.9594639536260832,0.9678720217507094,21.086541666666665,36.94444444444444,0.9444444444444444,36,1.3574805213089796,IND441904AAB → IND441912AAA
IND110037AAM,IND125001AAA,2.102814816127208,0.720933328118455,100.16541428571429,187.57142857142858,1.0,7,1.3574059248864199,IND110037AAM → IND125001AAA
IND226004AAA,IND226024AAA,2.6378205128205128,0.005937705456936257,18.35465,33.0,1.0,2,1.356909516765286,IND226004AAA → IND226024AAA
IND262802AAA,IND262723AAB,2.5169055058623426,0.16522692111152237,71.09305238095237,137.0952380952381,1.0,63,1.356330278678394,IND262802AAA → IND262723AAB
IND530026AAA,IND531036AAA,2.461437405678174,0.2375560112784042,26.333625,58.5625,1.0,16,1.355841765654791,IND530026AAA → IND531036AAA
IND507002AAA,IND508206AAA,2.1157373481603545,0.6983250434537207,32.204504166666666,53.958333333333336,1.0,24,1.3557924523002582,IND507002AAA → IND508206AAA
IND413002AAA,IND413304AAA,2.2062118942692748,0.5751801397170254,42.52839189189189,64.89189189189189,1.0,74,1.3550387996228177,IND413002AAA → IND413304AAA
IND621802AAA,IND608301AAA,2.4866830065359475,0.19875072532644147,24.25659,42.9,1.0,10,1.3542984202123114,IND621802AAA → IND608301AAA
IND131028AAB,IND249407AAA,2.432085299530504,0.26967773238334564,111.0042,245.0,1.0,7,1.3537374395272053,IND131028AAB → IND249407AAA
IND686513AAA,IND686507AAA,2.4555555555555557,0.23728395061728363,13.3702,23.5,1.0,2,1.3534074074074074,IND686513AAA → IND686507AAA
IND248197AAA,IND248122AAB,2.393566333699929,0.3169810642819968,43.38424814814815,105.81481481481481,1.0,27,1.3525208527645707,IND248197AAA → IND248122AAB
IND600044AAD,IND603001AAA,2.4111883010063857,0.2903884409445545,25.678595833333333,49.625,1.0,48,1.3515918526859205,IND600044AAD → IND603001AAA
IND534260AAC,IND533106AAA,2.537593042057381,0.12055955298904163,54.77266666666666,121.08333333333333,1.0,12,1.3512050827196649,IND534260AAC → IND533106AAA
IND412210AAC,IND411033AAA,2.523152709359606,0.13827197471417582,66.1568625,132.0,1.0,8,1.350742676158095,IND412210AAC → IND411033AAA
IND532001AAB,IND530012AAA,2.3853230487601045,0.32081158752344385,70.37104224137931,120.90517241379311,1.0,232,1.350372695761075,IND532001AAB → IND530012AAA
IND424006AAA,IND421302AAG,2.364930521641805,0.34583376347473704,164.44208229166665,259.7083333333333,1.0,96,1.3497223376991432,IND424006AAA → IND421302AAG
IND313324AAA,IND313001AAB,2.1610094625618483,0.6174333921364568,48.694339024390246,74.4390243902439,1.0,41,1.3496338026656762,IND313324AAA → IND313001AAB
IND301705AAA,IND123001AAA,2.2825361512791993,0.4533129753613273,41.15335,68.0,1.0,2,1.3490083531200778,IND301705AAA → IND123001AAA
IND205001AAB,IND110037AAM,2.4740884118747903,0.19677326075659118,173.18573636363638,340.72727272727275,1.0,11,1.3486673429768934,IND205001AAB → IND110037AAM
IND802158AAB,IND821115AAB,2.261621833475643,0.5025646642143545,70.5703925,138.85,0.975,40,1.3479181326545637,IND802158AAB → IND821115AAB
IND799250AAA,IND799008AAA,2.5304577330103277,0.1148312435410291,101.57766000000001,191.4,1.0,5,1.34663246626644,IND799250AAA → IND799008AAA
IND852118A1B,IND854326AAB,2.150289661319073,0.6191479789837663,53.121433333333336,86.0,1.0,3,1.3458602582227592,IND852118A1B → IND854326AAB
IND142026AAA,IND000000ACA,2.511111111111111,0.13787037037037048,46.275800000000004,89.33333333333333,1.0,3,1.3458055555555557,IND142026AAA → IND000000ACA
IND396191AAB,IND421302AAG,2.3907197785773557,0.2977217515603223,99.34955000000001,179.08333333333334,1.0,12,1.3456044368990392,IND396191AAB → IND421302AAG
IND575004AAB,IND574117AAA,2.4736954759799588,0.18163320733426627,32.07309,71.3,1.0,10,1.3439681525922635,IND575004AAB → IND574117AAA
IND754211AAA,IND754202AAA,2.606060606060606,0.0,36.1261,86.0,1.0,2,1.3424242424242425,IND754211AAA → IND754202AAA
IND532001AAB,IND532201AAA,2.2936837891106183,0.41063520462429914,42.19266666666667,73.66666666666667,1.0,3,1.340664077031537,IND532001AAB → IND532201AAA
IND421302AAN,IND400072AAB,2.4876993070070874,0.14938129116393065,21.2852875,42.25,1.0,48,1.339894110152014,IND421302AAN → IND400072AAB
IND781018AAB,IND784168AAB,2.540436613822849,0.07885188568781333,165.90961249999998,293.625,1.0,8,1.3398302112354836,IND781018AAB → IND784168AAB
IND451666AAA,IND424006AAA,2.399000563098077,0.2661729971766248,73.5600425,128.05,1.0,40,1.3394521243922184,IND451666AAA → IND424006AAA
IND431517AAB,IND411033AAA,2.5339946489911243,0.08578593386393758,184.51896907894738,356.01973684210526,1.0,152,1.339333639755631,IND431517AAB → IND411033AAA
IND516115AAA,IND517501AAB,2.2868031751499744,0.4139865556938187,56.47837555555555,100.39259259259259,1.0,135,1.3389172367681355,IND516115AAA → IND517501AAB
IND209304AAA,IND212601AAA,2.095350986795391,0.6672551640851735,64.4185859375,98.625,1.0,64,1.3383169439437086,IND209304AAA → IND212601AAA
IND401104AAA,IND401209AAA,2.4194139194139197,0.23459995438017386,19.257,42.5,1.0,2,1.33814555407962,IND401104AAA → IND401209AAA
IND784168AAB,IND784176AAA,2.432522607146937,0.21538036421245904,47.25285294117647,79.76470588235294,1.0,17,1.3376231521225126,IND784168AAB → IND784176AAA
IND574211AAA,IND574202AAA,2.5322067423460615,0.08221808720591421,26.19005,46.875,1.0,8,1.3375481231001989,IND574211AAA → IND574202AAA
IND127201AAA,IND124141AAA,2.451603349673203,0.18946375542659877,40.4696875,71.0,1.0,8,1.3374804664972606,IND127201AAA → IND124141AAA
IND712310AAE,IND711303AAA,2.315596893156107,0.3702471271970232,36.61205444444444,61.6,1.0,90,1.3373128954215499,IND712310AAE → IND711303AAA
IND341503AAB,IND341510AAB,2.318311012602808,0.3659543844822457,37.902766666666665,61.541666666666664,1.0,24,1.337110720385797,IND341503AAB → IND341510AAB
IND303002AAA,IND302014AAA,2.208100501950226,0.5108025015720127,38.684355,61.0,1.0,20,1.3364809512516942,IND303002AAA → IND302014AAA
IND854326AAB,IND852113AAA,2.463034870394096,0.16796711941754053,74.170175,132.5,1.0,4,1.3356040839829004,IND854326AAB → IND852113AAA
IND262405AAA,IND263153AAB,2.472560975609756,0.15394482450922062,32.542699999999996,78.0,1.0,2,1.3352078375966687,IND262405AAA → IND263153AAB
IND302014AAA,IND303702AAB,2.4365301805151427,0.2008674306558889,40.25644761904762,72.33333333333333,1.0,21,1.3348723014028239,IND302014AAA → IND303702AAB
IND441206AAB,IND442605AAA,2.4055079491291065,0.2413666917378599,36.27903658536585,65.48780487804878,1.0,41,1.3346131871730007,IND441206AAB → IND442605AAA
IND243201AAA,IND262001AAA,2.3632071242102786,0.29547608136404563,31.8963,66.0,1.0,13,1.3339256740933252,IND243201AAA → IND262001AAA
IND680587AAA,IND683511AAA,2.32307991393535,0.34860490298079416,47.44504482758621,104.51724137931035,1.0,29,1.3338134364683782,IND680587AAA → IND683511AAA
IND600008AAA,IND600044AAC,2.10959313414071,0.6615162036341506,31.108794285714286,56.371428571428574,0.9714285714285714,70,1.3337206861751008,IND600008AAA → IND600044AAC
IND140501AAA,IND160002AAC,2.0213773971126914,1.0688764650165494,15.663357142857143,31.535714285714285,0.6785714285714286,28,1.3327853269214698,IND140501AAA → IND160002AAC
IND533401AAA,IND533308AAB,2.5614210355642903,0.02542822490844411,74.264175,156.25,1.0,4,1.3321968816982495,IND533401AAA → IND533308AAB
IND786190AAA,IND786001AAB,2.495660187151784,0.1112126697343145,38.588071428571425,65.0,1.0,7,1.3316278757810078,IND786190AAA → IND786001AAB
IND712406AAA,IND712612AAA,2.5783625730994153,6.839711364178743e-07,41.31255,107.0,1.0,2,1.3313452344311072,IND712406AAA → IND712612AAA
IND400701AAA,IND410206AAA,2.4422754926532018,0.17701580570382316,18.695899999999998,36.22,1.0,50,1.3300149387724278,IND400701AAA → IND410206AAA
IND787057AAA,IND787059AAB,2.292277591973244,0.3767676962226373,27.51596,56.2,1.0,10,1.329941345656089,IND787057AAA → IND787059AAB
IND209304AAA,IND282001AAA,2.437399474291756,0.17964367919471358,147.17785757575757,248.1010101010101,1.0,99,1.3288528934751165,IND209304AAA → IND282001AAA
IND382430AAB,IND380005AAA,2.0056575499460365,0.7633587677033236,22.136805555555558,38.398148148148145,0.9907407407407407,108,1.328492872511634,IND382430AAB → IND380005AAA
