source_center,destination_center,mean_delay_ratio,delay_variance,avg_distance,avg_actual_time,sla_breach_rate,trip_count,corridor_risk,estimated_revenue_risk
706,1438,2.9365387464824124,0.3991202516072093,85.5539,175.58333333333334,1.0,12,1.594351574075128,6000.0
395,339,2.955796398589459,0.37281670211876056,124.06556666666667,249.625,1.0,24,1.5941635700714119,12000.0
1377,1358,2.398198698593853,1.3062240816086435,56.27089438202247,96.34831460674157,0.8089887640449438,89,1.5938433331336173,36000.0
1298,1274,2.7449737322802337,0.6500663644284179,26.226947058823527,60.23529411764706,1.0,17,1.593009402240619,8500.0
1380,1378,2.7007362753325,0.7086210750113112,26.748902272727275,53.72727272727273,1.0,44,1.5928808326363932,22000.0
48,50,3.1382478632478636,0.11319159544159549,12.095316666666667,37.0,1.0,6,1.5892566239316241,3000.0
1317,1292,2.629032258064516,0.7913631633714886,36.54514999999999,77.5,1.0,2,1.589021852237253,1000.0
40,39,3.2222222222222223,0.0,15.547,58.0,1.0,2,1.588888888888889,1000.0
1287,1243,2.8983479906689182,0.4317525691867426,25.776085714285717,50.535714285714285,1.0,28,1.5888649670235901,14000.0
603,519,2.6416082159937737,0.7710407781328581,29.304673758865246,55.04964539007092,1.0,141,1.587955519837367,70500.0
476,475,2.592575187969925,0.8359296130599817,14.34412456140351,29.228070175438596,1.0,57,1.5878089591059645,28500.0
1386,1368,2.834852308018069,0.5079281762154019,30.25228125,63.375,1.0,16,1.5863193760718484,8000.0
1295,1202,3.0146244064126324,0.26524516685196337,149.72129999999999,316.85,1.0,20,1.585423312620642,10000.0
1323,1311,2.7497179726469034,0.6173145352297242,139.42843950617285,260.65432098765433,1.0,81,1.5850815496276787,40500.0
1305,1202,2.3715800659838657,1.120625219659916,243.61637000000002,416.59285714285716,1.0,420,1.5848195922915211,210000.0
167,169,3.001569858712716,0.27698661882335357,10.758357142857141,40.714285714285715,1.0,7,1.5837239291320926,3500.0
345,343,2.8280069504034553,0.5036302681774429,20.987458181818184,52.981818181818184,1.0,55,1.5822918606146152,27500.0
237,314,3.1199473180076627,0.11193661990245299,32.57431666666667,72.16666666666667,1.0,6,1.5815599131738012,3000.0
36,27,2.5054209598098893,0.92965186292866,15.91565,46.964285714285715,1.0,28,1.5810639428025537,14000.0
1195,1177,2.4084746889076776,1.053608390628946,28.054095714285715,68.41428571428571,1.0,70,1.5794723927517549,35000.0
1419,1397,2.8414825422804144,0.4755933203820129,49.3316,107.5,1.0,4,1.5792710130267698,2000.0
511,504,2.7094252393127825,0.6448452936006827,13.851782352941177,35.5,1.0,34,1.577223683805318,17000.0
28,1404,2.0039135072381624,1.991290201036648,31.340045454545454,71.04545454545455,0.5909090909090909,22,1.5762251904789868,6500.0
1288,1243,2.951913664671527,0.3132705657642543,26.708245454545455,54.27272727272727,1.0,44,1.5747466355978872,22000.0
279,79,2.802132285364369,0.5097866869252867,114.73333418803419,292.62393162393164,1.0,117,1.5737889202233335,58500.0
511,506,2.7797129953379955,0.5305597124199615,14.245700000000001,38.125,1.0,8,1.5710531118611868,4000.0
314,309,3.0784313725490198,0.1299500192233756,33.67205,74.0,1.0,2,1.5703575547866206,1000.0
479,472,2.3327744904667984,1.1220293440730345,16.38225641025641,34.55128205128205,1.0,78,1.5697185994086298,39000.0
1294,1280,2.996613890885136,0.2369005557279119,20.614838636363636,42.79545454545455,1.0,44,1.569715723072428,22000.0
204,203,2.397649003487438,1.0730173661050157,40.7650747368421,67.47368421052632,0.9473684210526315,95,1.5651753375422692,45000.0
1057,1048,3.0462801087801092,0.15395266458968385,21.935245454545456,50.54545454545455,1.0,11,1.564697842888949,5500.0
8,41,2.1825319488467074,1.7205684284208314,44.59084398496241,113.98872180451127,0.5827067669172933,266,1.5639953381401202,77500.0
638,639,3.0213860544217686,0.18351105792591774,21.633928571428573,45.785714285714285,1.0,14,1.5636077391464829,7000.0
297,294,2.477325595076167,0.9049731352126302,32.21510666666667,76.2,1.0,30,1.5624221785942558,15000.0
474,475,2.1980820105820107,1.270738876343314,12.815027777777779,20.305555555555557,1.0,36,1.5604544671357985,18000.0
991,981,2.6330184350281267,0.6883600546785958,22.621579999999998,43.51111111111111,1.0,45,1.5597153904148295,22500.0
1266,1251,3.013257575757576,0.1804952617771495,15.840968181818182,33.31818181818182,1.0,22,1.5594516088361754,11000.0
1277,13,3.1153846153846154,0.04089049601870111,41.025933333333334,115.33333333333333,1.0,3,1.5584209949594565,1500.0
83,144,2.9194395065718597,0.29873795141098547,19.956018750000002,41.5,1.0,16,1.5573971880520396,8000.0
528,16,2.5531979051098643,0.781298041557466,17.812773684210526,39.68421052631579,1.0,133,1.5556685745111856,66500.0
1288,1202,2.8844006774799076,0.32892298309037904,115.699071875,236.25,1.0,32,1.5524371659190768,16000.0
1460,1439,2.870148315736551,0.3454155226844911,23.292125641025642,45.8974358974359,1.0,39,1.5516839830999678,19500.0
1496,1466,2.1793414918414915,1.4288421796804038,27.970366666666667,52.0,0.8333333333333334,6,1.5503892506407178,2500.0
602,602,2.9840277777777775,0.18740477693602697,11.670433333333333,26.833333333333332,1.0,12,1.5498325441919192,6000.0
869,857,2.5198488158670966,0.8398494102102744,41.290567857142854,88.67857142857143,0.9642857142857143,28,1.5491800636956354,13500.0
783,744,2.353867167745211,1.023138702894289,74.79132894736841,127.15789473684211,1.0,76,1.5484884779663712,38000.0
566,575,2.7467303902077833,0.49831363149506436,162.74985833333332,353.5833333333333,1.0,12,1.5481862455316326,6000.0
635,628,2.9570911820911823,0.21043764612938498,12.660348648648649,26.054054054054053,1.0,37,1.5459677666752885,18500.0
1219,1246,2.9960611705544293,0.15350514585592198,169.93448333333333,357.27777777777777,1.0,36,1.5444760119785483,18000.0
566,563,2.2194756174412924,1.1872286295806884,19.900174736842104,49.2,1.0,95,1.5439588358507235,47500.0
1499,1475,2.479054162648666,0.840879524002665,62.495875,120.0,1.0,4,1.543885522260266,2000.0
1401,1356,2.501772347212003,0.8063504117036879,57.30704823529412,129.54117647058823,1.0,85,1.5426140623959075,42500.0
1353,1366,2.9351099607337017,0.22516239661967014,191.5771296703297,397.3076923076923,1.0,91,1.5415927032793817,45500.0
684,668,2.6229910710859365,0.6402042652947686,72.41790227272728,139.97727272727272,1.0,44,1.5412577080228054,22000.0
141,144,2.628571428571429,0.631473922902494,21.279449999999997,49.0,1.0,2,1.5408707482993198,1000.0
526,523,3.0483682983682985,0.07020310691639357,12.791599999999999,37.25,1.0,4,1.5404082514222375,2000.0
271,277,2.2790540670756876,1.0927678111508194,27.43387142857143,74.53571428571429,1.0,28,1.539451970175521,14000.0
566,600,2.4467722614896985,0.8674322672066501,83.9326351923077,150.8230769230769,1.0,520,1.5389385847578745,260000.0
8,11,2.0671999320775427,1.3819225982434828,38.53579708029197,83.75912408759125,0.9854014598540146,137,1.5370771902602662,67500.0
900,908,1.8298965086240906,1.8644515044482632,24.093004081632653,50.775510204081634,0.8163265306122449,49,1.5361920139677885,20000.0
1486,1474,2.852312719959779,0.3150575241505504,49.90383333333333,103.33333333333333,1.0,3,1.5354423452290769,1500.0
862,860,3.003063725490196,0.11325165846113323,26.703625000000002,72.75,1.0,4,1.5352009877344184,2000.0
553,550,2.245397512405185,1.1227459502014951,16.873222222222225,39.55555555555556,1.0,9,1.5349827900225226,4500.0
345,336,2.309429633446206,1.096189190087888,15.549788235294118,33.333333333333336,0.9411764705882353,51,1.5349815515813192,24000.0
39,6,2.054564516504948,1.376863346552938,43.40088536585366,81.8048780487805,1.0,41,1.5348848105678607,20500.0
305,302,3.019157663065226,0.09004805820554179,17.176342857142856,37.42857142857143,1.0,7,1.534677482687753,3500.0
1388,1369,2.8520373290776075,0.31067334282676,39.94227083333333,78.08333333333333,1.0,24,1.534016934479071,12000.0
1110,1018,2.4211705360732823,0.8845220793240225,30.358464864864867,66.83783783783784,1.0,37,1.5338248382265196,18500.0
1378,1361,2.547886904761905,0.7140123551065165,17.959155000000003,31.85,1.0,20,1.533358468436717,10000.0
559,600,2.6431859180211523,0.5858503146566674,63.469433333333335,129.84848484848484,1.0,33,1.5330294616054614,16500.0
580,642,3.004457716757969,0.09433684319556836,36.82438333333334,74.91666666666667,1.0,12,1.530084139661858,6000.0
673,1438,2.4730989296641854,0.796781693768111,169.54830729166667,311.7604166666667,1.0,96,1.5282740799961074,48000.0
1048,1100,2.727784026421506,0.4520281344595019,47.863158974358974,107.12820512820512,1.0,39,1.5267220509064532,19500.0
21,552,3.0588235294117645,0.006920415224913524,17.80965,46.0,1.0,2,1.52560553633218,1000.0
948,948,2.5943400167084376,0.6219068831749384,43.499833333333335,94.0,1.0,3,1.5243080716358568,1500.0
925,929,2.323447277904809,0.9791454239691108,36.268932142857146,67.10714285714286,1.0,28,1.523122538352657,14000.0
473,477,2.1804195804195805,1.4159857857759954,14.69565,37.5,0.75,4,1.521963567900631,1500.0
916,883,2.601055815134576,0.6027318459438182,19.414835999999998,53.6,1.0,75,1.5212418798369758,37500.0
924,898,2.261316124246782,1.1004167186320033,53.544271428571435,102.80952380952381,0.9523809523809523,21,1.5203657510025996,10000.0
134,137,2.5890931372549018,0.6127961000576702,26.209200000000003,49.25,1.0,4,1.519476084919262,2000.0
697,690,2.870907966302703,0.23459682533107104,56.63875,122.25,1.0,4,1.5187422341204027,2000.0
1399,1359,2.9987493756910326,0.060265464844687075,39.311825,82.25,1.0,8,1.5175793897298193,4000.0
204,25,2.424996191919936,0.8231490655228154,262.28466263736266,480.86813186813185,1.0,91,1.516943196424819,45500.0
1214,1290,3.036309523809524,0.005432256235827671,22.153100000000002,61.5,1.0,4,1.5161534863945578,2000.0
1420,1394,2.6206050191924803,0.5581775309609912,41.96026060606061,79.54545454545455,1.0,33,1.5156952669652897,16500.0
896,908,1.8878118218525795,1.6394475191731084,20.607905263157893,46.92982456140351,0.8947368421052632,57,1.5153800371245434,25500.0
906,897,2.3838073337425074,0.9885514643585741,35.66413412322275,92.03317535545024,0.8838862559241706,422,1.5152542495818264,186500.0
528,519,3.026143790849673,0.01443889102481945,15.470849999999999,39.0,1.0,2,1.5147891836473153,1000.0
78,79,2.9612557033609668,0.10086303056757531,43.33078333333333,90.5,1.0,6,1.5147611905146594,3000.0
1496,1476,2.3556953044375644,0.9053397484953464,24.616357142857144,42.5,1.0,14,1.5138800463236297,7000.0
916,895,2.3799452190949237,0.8709360360809433,23.489928301886795,53.43396226415094,1.0,53,1.5132588984622526,26500.0
1233,1222,2.9251235971852942,0.14402149053022884,42.511849999999995,125.25,1.0,4,1.5132558860331866,2000.0
1023,1018,2.162317209225832,1.1714442398475036,26.16816234817814,49.40485829959514,0.9878542510121457,247,1.5127164309482277,122000.0
1231,1202,2.1311435867533803,1.2344911191455163,131.83635961538462,226.28846153846155,0.9615384615384616,52,1.5112663089065455,25000.0
521,600,2.188485386317536,1.1183578085867365,26.818224999999998,46.25,1.0,4,1.5109014971030355,2000.0
500,659,2.788126461367408,0.3133257568488231,36.37019090909091,73.81818181818181,1.0,22,1.50924831160161,11000.0
58,65,2.8903507403507405,0.1756275616368826,41.64340000000001,96.0,1.0,6,1.508828564631361,3000.0
563,562,2.3900717187676643,0.8621870963712503,22.479532558139535,58.48837209302326,0.9767441860465116,43,1.5077080722323943,21000.0
615,615,2.9514652014652016,0.09000858726133464,24.577925,47.5,1.0,4,1.507588656764481,2000.0
1028,1011,2.4183088133782347,0.8007045756979035,25.27591224489796,54.10204081632653,1.0,49,1.507534898060665,24500.0
315,312,2.6298674783923235,0.5147431761267309,45.71025,101.66666666666667,1.0,6,1.5063699441949487,3000.0
890,908,2.1664942839437007,1.2803842808906203,21.542584615384616,58.58461538461538,0.8461538461538461,65,1.50455915169082,27500.0
1366,1342,2.6675,0.4560916666666664,31.410425,60.0,1.0,4,1.5038274999999999,2000.0
1219,1332,2.700589659551228,0.41576453895667764,439.4377990147783,941.6650246305419,0.9950738916256158,203,1.5034873929951795,101000.0
220,220,2.94339738851934,0.07391311898572181,43.169999999999995,86.0,1.0,3,1.4995328911034524,1500.0
603,531,2.5366482400721257,0.6155373279918334,18.239758139534885,43.395348837209305,1.0,43,1.4993204944264003,21500.0
345,341,2.3688239229905896,0.8344587732466197,13.102652777777777,26.416666666666668,1.0,36,1.4978672011702217,18000.0
76,25,2.73357999459418,0.3467034826422022,34.71065333333333,96.43333333333334,1.0,30,1.4974430426303327,15000.0
399,394,2.0514235291621046,1.2536027694859062,31.377575000000004,67.41666666666667,1.0,12,1.4966502425106138,6000.0
58,66,2.8281694738216476,0.2171961592717225,42.680749999999996,92.33333333333333,1.0,6,1.496426637310176,3000.0
1030,1012,2.6052731259968103,0.5078445947814203,15.463909375,37.28125,1.0,32,1.4944626288331504,16000.0
159,135,2.2151445361511826,1.0908117130361101,124.27617746478873,276.7042253521127,0.9366197183098591,142,1.4942872438642636,66500.0
32,173,2.03885582010582,1.3007258134965738,12.3198625,27.916666666666668,0.9583333333333334,24,1.4932600720913003,11500.0
79,84,2.798529411764706,0.24294550173010349,31.2817,78.0,1.0,2,1.4922954152249137,1000.0
950,941,2.9714285714285715,0.01234693877551022,34.88275,71.0,1.0,2,1.4922755102040817,1000.0
540,536,2.57095698396008,0.5406672060196238,19.408014864864864,38.108108108108105,1.0,74,1.490582955389919,37000.0
1219,1275,2.7086517882810135,0.35663257788531666,134.58725416666667,309.6666666666667,1.0,24,1.4904504886780003,12000.0
594,591,2.3076473009844585,0.8876029809478488,121.88621714285715,227.54285714285714,1.0,35,1.489339814678138,17500.0
61,70,2.3990361490361494,0.7598240768473311,55.2107,120.66666666666667,1.0,3,1.487561682668659,1500.0
512,508,2.7066664907460853,0.3441640110744724,51.74025833333334,101.19444444444444,1.0,36,1.485915799620776,18000.0
1262,1247,2.0458646650393795,1.2236547386397976,41.93372,107.4,1.0,5,1.4854422876076911,2500.0
12,1160,2.011655011655012,1.268048967349666,19.1421,44.0,1.0,3,1.4850766948669045,1500.0
21,553,2.352315674211055,0.8123539259734716,16.66705,31.75,1.0,80,1.4846324474764636,40000.0
300,299,2.738368695867256,0.29665071198834314,28.8714875,59.25,1.0,24,1.4843426919434055,12000.0
1288,1285,2.588474217442824,0.4958290769096793,24.383836170212767,41.91489361702128,1.0,47,1.4841384100500334,23500.0
259,260,2.667882472362648,0.3855051649381711,15.812186666666666,39.96666666666667,1.0,30,1.4828045384265107,15000.0
1453,1432,2.6957474262100884,0.34834769787787195,77.4508641509434,149.4245283018868,1.0,106,1.482803279847397,53000.0
442,448,2.399540759628995,0.7417626423597983,33.97328,69.7,1.0,20,1.4823450965595375,10000.0
1287,1267,2.674903539612539,0.3745729767535446,80.97117,177.5,1.0,10,1.482333308871079,5000.0
1353,1348,2.6842353232995024,0.3569762952397073,169.88099583333334,308.6666666666667,1.0,24,1.4807870178917133,12000.0
748,738,2.192007382568962,1.013191375882265,21.678018309859155,42.04225352112676,1.0,71,1.4807603657922646,35500.0
1364,1373,2.740295226075154,0.2817771625159415,103.57920666666665,188.66666666666666,1.0,15,1.480651239184844,7500.0
1020,1023,2.331023347732017,0.8886833872819397,18.30144375,46.0625,0.9375,16,1.4802643552773889,7500.0
477,475,2.3188878315813297,0.8395960946459607,16.077120833333336,30.4375,1.0,48,1.4794339610263203,24000.0
359,356,2.253227156861369,0.9251141015083917,34.33402777777778,48.611111111111114,1.0,18,1.4788250931970652,9000.0
743,746,2.3897577912283796,0.771189743781991,13.129808823529412,21.676470588235293,0.9705882352941176,34,1.4784365102141843,16500.0
890,897,2.1306442004576764,1.2853094160128913,16.1031475,41.375,0.8,40,1.477850504986938,16000.0
1217,1198,2.8732838589981444,0.09375876021258421,11.02585306122449,29.285714285714285,1.0,49,1.4774411716630331,24500.0
338,381,2.5066836594487243,0.5782318061800061,56.9406888888889,136.11111111111111,1.0,9,1.4761430056334917,4500.0
1024,1012,2.495522533022533,0.5855398462554374,10.776016666666665,29.0,1.0,12,1.4738709670856445,6000.0
946,945,2.6507157151049716,0.37441170880608754,114.42304787234042,230.77659574468086,1.0,94,1.472609798683815,47000.0
362,357,2.7804474929474927,0.20090463817025617,71.283175,167.0,1.0,4,1.472450388630074,2000.0
306,308,2.7440621066177964,0.24051052461425296,42.67208958333333,88.64583333333333,1.0,48,1.4697780000313947,24000.0
1141,1125,2.272622273576461,0.8687294841617038,30.52295789473684,59.60526315789474,1.0,38,1.4696677546790957,19000.0
1462,1458,2.4149572795625427,0.6788240150377821,27.2975575,47.45,1.0,40,1.4696301163363519,20000.0
850,843,2.5737968808808467,0.46691051096041464,70.07271224489796,132.55102040816325,1.0,49,1.4695919056404632,24500.0
441,441,2.8241758241758244,0.12776234754256732,17.15215,38.0,1.0,2,1.4679990339331002,1000.0
28,1332,2.848636180016232,0.08974640302038496,952.4862911764707,1861.8676470588234,1.0,68,1.4663783929126084,34000.0
328,25,2.425076842949595,0.6521486840004949,124.60010740740742,221.65432098765433,1.0,81,1.4656753423799864,40500.0
689,711,2.6649976440074568,0.3294274138696788,138.32966580645163,255.56129032258065,1.0,155,1.4648272817638863,77500.0
45,43,2.909090909090909,0.0,10.3547,32.0,1.0,2,1.4636363636363638,1000.0
28,46,2.252897583824843,0.8703450922232123,22.089798550724637,47.36231884057971,1.0,138,1.4622625611969011,69000.0
1392,1346,2.600305878738421,0.40477572879855683,159.26345999999998,319.2,1.0,10,1.4615550701349354,5000.0
1349,1332,2.8238517356164414,0.10594111418379255,26.78271666666667,100.5,1.0,6,1.4613230285017145,3000.0
341,345,2.9,0.0,12.74785,29.0,1.0,2,1.46,1000.0
21,530,2.8903508771929824,0.006502000615573988,20.27765,45.0,1.0,2,1.4580909510618654,1000.0
603,507,2.2658293332587185,0.8382098707259686,146.196438317757,247.4018691588785,1.0,107,1.457794694521278,53500.0
72,81,2.843431467304528,0.06743878716534858,59.39446,125.6,1.0,20,1.457604223071416,10000.0
1140,1133,2.677472524371563,0.28779338777227165,49.15768333333333,133.75,1.0,12,1.4573270260803068,6000.0
45,47,2.238894824311491,0.8703427216037324,14.058505555555556,23.944444444444443,1.0,18,1.4566607462057162,9000.0
38,38,2.184615384615385,1.3420118343195266,11.790700000000001,28.4,0.6,5,1.456449704142012,1500.0
34,17,2.7692307692307687,0.15976331360946755,11.0839,32.0,1.0,3,1.4556213017751478,1500.0
64,69,2.857142857142857,0.04081632653061221,34.342999999999996,73.0,1.0,2,1.4551020408163267,1000.0
1475,1437,2.5343881441428255,0.4692571481481339,99.75193361344539,180.99159663865547,1.0,119,1.4545324021015704,59500.0
37,37,2.042016806722689,1.6169762022456051,14.13345,33.0,0.5,2,1.4518995833627573,500.0
497,489,2.074053724053724,1.0728716534945275,16.860955172413792,26.413793103448278,1.0,29,1.451482985669848,14500.0
761,762,2.1466112741176766,1.029928182634127,54.28015,90.72222222222223,0.9444444444444444,18,1.450956297770642,8500.0
773,771,2.1201680672268908,1.00367064472848,37.0465,61.5,1.0,2,1.4491684203093003,1000.0
1219,1274,2.669825283056521,0.26938082022548127,134.5410421875,295.671875,1.0,64,1.448744359290253,32000.0
673,666,2.468080993080993,0.5242692261724617,12.4433,28.833333333333332,1.0,6,1.4445131650841359,3000.0
1235,1226,2.8113553113553116,0.06407237451193497,35.020266666666664,81.66666666666667,1.0,3,1.4437638368957053,1500.0
944,936,2.4040434633458956,0.6040694073869243,35.28338214285714,62.392857142857146,1.0,28,1.4428382075544355,14000.0
1422,1396,2.43787306430327,0.5574441649486545,24.47071111111111,50.44444444444444,1.0,9,1.4423824752059042,4500.0
1028,1012,2.259275671854428,0.8339206002408152,25.034057211538464,50.13461538461539,0.9615384615384616,208,1.442347987275554,100000.0
1053,1045,2.567857142857143,0.38157820767195766,21.0523,39.857142857142854,1.0,7,1.4416163194444447,3500.0
279,261,2.3247897632891017,0.7023829518602502,62.29619428571428,115.8,1.0,35,1.440630790873716,17500.0
1490,1470,2.6245876250186595,0.2998400060781991,34.7756625,85.1875,1.0,16,1.4397870518309235,8000.0
673,677,2.603009987690229,0.32800323487420824,42.58025,100.19047619047619,1.0,42,1.439604965538354,21000.0
571,560,2.491334943709697,0.4765034295879126,15.138227272727274,34.07575757575758,1.0,66,1.4394850063602527,33000.0
142,148,2.6866732804232805,0.2153300268553457,38.0305,71.4375,1.0,16,1.439268320225916,8000.0
812,812,2.4713760504201683,0.4996777847168281,43.657199999999996,73.66666666666667,1.0,6,1.4384537555831158,3000.0
49,53,2.192555046025797,0.9737880656865627,15.395242105263156,41.421052631578945,0.8947368421052632,19,1.4375794907478665,8500.0
223,217,2.71875,0.158203125,17.918,43.5,1.0,2,1.4349609375,1000.0
43,6,2.1337122808823596,0.9930900534978778,45.13805925925926,87.10493827160494,0.9444444444444444,162,1.4347452617356407,76500.0
310,313,2.2903450909349248,0.7269380523876235,28.354604166666665,50.666666666666664,1.0,24,1.4342194520902571,12000.0
973,1002,1.9550280582367467,1.1950598401128922,71.8278191780822,128.32876712328766,0.9726027397260274,73,1.4323099972463746,35500.0
1495,1471,2.6148458213694834,0.2828432503194668,49.51720666666667,94.53333333333333,1.0,15,1.4307913036436335,7500.0
1175,1155,1.6509017989018424,1.6010814055052234,42.92077666666667,68.4,0.9666666666666667,30,1.430685141212304,14500.0
272,277,2.773782711282711,0.0687549823449116,26.975475,88.75,1.0,4,1.430139579216558,2000.0
1052,1034,2.2970037647187933,0.7471003154922141,22.162754347826088,36.02173913043478,0.9565217391304348,46,1.4298881222743123,22000.0
424,357,2.6457987646955456,0.23693949591058544,54.846295238095244,107.42857142857143,1.0,42,1.429401354651394,21000.0
787,786,2.742436791603458,0.10706598548494507,29.68233888888889,57.05555555555556,1.0,18,1.4290945122868668,9000.0
306,200,2.5169620037999443,0.404929210206455,212.42290444444444,372.5111111111111,1.0,45,1.4282635645819144,22500.0
468,462,2.655191071087997,0.21117077515619379,33.179004545454546,64.5,1.0,22,1.425427660982057,11000.0
897,884,2.4647744293009715,0.4650559462254297,13.112882926829268,33.98780487804878,1.0,82,1.4254265555880177,41000.0
80,79,2.2287246931980995,0.7765259737640064,45.97852222222222,84.66666666666667,1.0,9,1.4244476694084418,4500.0
748,731,2.2283618322763177,0.7739066906182164,35.55020422535211,68.85211267605634,1.0,142,1.423516740095992,71000.0
1059,1047,2.5840822440087146,0.29626561757683206,23.871558333333336,44.083333333333336,1.0,12,1.4225125828765355,6000.0
515,513,2.6309923328305684,0.23044461157729787,13.691888235294117,27.764705882352942,1.0,34,1.4215303166054167,17000.0
1461,703,2.786300505050505,0.021400678183348704,28.62485,54.666666666666664,1.0,6,1.4209404054752068,3000.0
578,562,2.4212443221872313,0.5204538455866465,135.92437807486633,236.75401069518716,0.983957219251337,187,1.4198210483262876,92000.0
226,220,2.795138888888889,0.0006028163580246948,24.720950000000002,47.5,1.0,2,1.418236400462963,1000.0
1377,1353,2.4937830687830687,0.3988159276056101,35.2801,63.5,1.0,6,1.4171580057949105,3000.0
1353,25,2.5307129006080227,0.34881824996771704,902.9124666079296,1663.6105726872247,1.0,1135,1.4169306352335242,567500.0
1238,1224,2.349892030822694,0.5875588960776323,39.742,81.23076923076923,1.0,26,1.4162244811523674,13000.0
1107,1085,2.2272937510067923,0.748898500541766,68.03346363636363,123.22727272727273,1.0,44,1.4155870505652468,22000.0
717,717,2.5743537414965987,0.28416760609005504,24.6264,53.57142857142857,1.0,7,1.414991778425656,3500.0
1460,1450,2.4733735970039388,0.41820222119033235,86.42485,151.7,1.0,30,1.4148101051586752,15000.0
1463,1437,2.4604166666666667,0.4340451388888889,13.1866,23.0,1.0,4,1.4143802083333332,2000.0
878,878,2.2175761249703205,0.7563239481987496,52.00553333333334,107.2,1.0,15,1.4139276344477532,7500.0
727,727,2.6539778576080333,0.17434491128367569,48.80323333333333,86.66666666666667,1.0,3,1.4138946164283162,1500.0
680,668,2.279920657739621,0.6686308534756896,80.03049166666666,124.0,1.0,12,1.4125575191385555,6000.0
60,79,2.4447321612961557,0.4394055232156214,38.54046666666667,103.16666666666667,1.0,18,1.4097145214831488,9000.0
1411,1390,2.2789330469029716,0.6583948222558851,62.71896666666667,107.66666666666667,1.0,3,1.4090916654379542,1500.0
893,908,2.103361284421417,1.053907735279211,26.80563823529412,75.1029411764706,0.8382352941176471,68,1.4089874225876242,28500.0
1288,1277,1.9077266935978328,1.4853746317354166,95.00553333333333,143.33333333333334,0.6666666666666666,3,1.4087030669597582,1000.0
1377,1357,2.6408643081056873,0.17334474846925244,29.850839999999998,50.8,1.0,5,1.4083491477830508,2500.0
583,562,2.713281826500723,0.07491754342220461,92.6701,185.5,1.0,6,1.4077879936269506,3000.0
846,843,2.4536515571904745,0.4201524842593966,42.285804761904764,77.88095238095238,1.0,42,1.4075063681540088,21000.0
16,1,2.5788989554505233,0.25243323285461067,53.50026666666667,93.29166666666667,1.0,24,1.4072895520365925,12000.0
1406,1366,2.7456070966863986,0.029383057808673216,75.019475,142.0,1.0,4,1.4070577560171615,2000.0
7,104,2.0979710391440496,0.8928824317354342,27.14565416666667,40.916666666666664,1.0,24,1.4070531451782502,12000.0
56,74,2.41783861183656,0.46632868236898073,45.056025,78.41666666666667,1.0,12,1.4070340494453182,6000.0
145,135,2.3272930664107134,0.5808768481087275,51.07129444444445,116.55555555555556,1.0,18,1.4051802809969036,9000.0
628,655,2.6253266182203876,0.18213795567320312,19.32603333333333,37.625,1.0,48,1.404772033990116,24000.0
941,932,2.147673872180451,0.81843329761787,26.551299999999998,40.5,1.0,4,1.4045995381575416,2000.0
1037,1024,2.594426406926407,0.2219229844141514,13.318927777777779,22.77777777777778,1.0,18,1.4043474580948083,9000.0
1002,593,2.5146074871201205,0.32362107428306397,46.288941666666666,81.5,1.0,12,1.4029293171329675,6000.0
883,871,2.304247827684112,0.6320735239975324,61.91195882352942,99.98529411764706,0.9705882352941176,68,1.40249765886114,33000.0
1140,1123,2.25968487394958,0.6617690634236889,27.345375,63.5,1.0,8,1.4024046686069387,4000.0
1228,1208,2.497266619065927,0.3429529040160957,35.235044117647064,78.67647058823529,1.0,34,1.4017925188311995,17000.0
694,691,2.5301796157059315,0.2983948982965166,60.19327500000001,116.5,1.0,4,1.4015903157713276,2000.0
595,589,2.571339623159378,0.24185271928121188,85.59655306122448,164.0204081632653,1.0,49,1.4010916650481149,24500.0
606,605,2.6233297197521486,0.2070003099434953,22.76722962962963,41.592592592592595,0.9629629629629629,27,1.400320869772797,13000.0
884,843,2.5874686716791984,0.21761395971130804,46.28436666666667,85.0,1.0,3,1.4002716565850717,1500.0
1464,1437,2.5756049642079053,0.23280279302468632,20.47837666666667,35.2,1.0,30,1.400082823590568,15000.0
1269,1256,2.637802958697209,0.14734211857585897,34.4317625,76.5,1.0,8,1.3993238190516413,4000.0
691,690,2.1411216910795154,0.8088466025239321,147.95303370786516,335.44943820224717,1.0,89,1.399102657188986,44500.0
492,482,2.2288993513722595,0.691181146424814,61.358764179104476,113.77611940298507,1.0,67,1.398914084476348,33500.0
1219,1432,2.457165539503168,0.4031677008343174,223.03077928994082,391.43195266272187,0.9822485207100592,169,1.3984910822645802,83000.0
1333,1296,2.697520395533477,0.06405860764576811,68.96206,137.8,1.0,5,1.3982257405071212,2500.0
549,550,2.1302681992337162,0.8181507905051305,20.673133333333336,52.0,1.0,3,1.3975525168450258,1500.0
740,744,2.3327763991268964,0.6237852959020959,26.201619230769232,58.11538461538461,0.9230769230769231,26,1.3971692253444643,12000.0
802,744,2.1051251508673547,0.8398546119810989,96.75490350877192,147.21052631578948,1.0,57,1.3940064439412716,28500.0
1460,1452,2.3444986153327765,0.5202107707976653,50.21790909090909,85.54545454545455,1.0,66,1.39386267737241,33000.0
1156,1136,2.498851305234439,0.31429099864587057,23.534420833333332,57.5,1.0,24,1.3938278216875368,12000.0
402,389,2.65420966208625,0.10662158206497323,33.943580000000004,65.4,1.0,10,1.3936703394539922,5000.0
