node,in_degree,out_degree,betweenness,pagerank,bottleneck_score,estimated_delay_cost
1032.0,2,2,0.004618663910172,0.0003370172386724776,0.6019485707356705,6019.4857073567055
1295.0,2,2,0.004275724014227915,0.000384381077084481,0.6018256039288165,6018.256039288164
1209.0,2,2,0.004074515780138844,0.00022232234638312022,0.6016965030159704,6016.965030159705
387.0,3,2,0.0039525099722106894,0.00016789291751520425,0.6016313718641388,6016.313718641389
1298.0,2,2,0.003709502126671203,0.0004687377104773221,0.6016244221638116,6016.244221638116
1058.0,1,2,0.00371141954004049,0.00044752078370121636,0.6016188240511265,6016.188240511266
184.0,1,2,0.0038100859209012315,0.00027426216153795705,0.6016063130168219,6016.063130168219
662.0,1,2,0.003751974688362183,0.00020158870419560956,0.6015612664866036,6015.612664866036
307.0,2,2,0.0034645185501207894,0.0003174069825103337,0.6014810295148014,6014.810295148014
1203.0,1,2,0.0032598534936430974,0.0005872476099247939,0.6014801156804347,6014.801156804347
1381.0,1,2,0.003260440156265678,0.0005578870877650088,0.6014715421888358,6014.715421888358
1390.0,2,2,0.0034127299516905625,0.0003494306282597769,0.6014699211691541,6014.699211691541
297.0,3,2,0.0014333097899712403,0.0029331783696717947,0.60145327742689,6014.5327742689005
926.0,2,2,0.0031499054766457764,0.000593660165578478,0.6014380602403319,6014.380602403318
900.0,1,2,0.0031105378875721525,0.0005872887872197899,0.6014204017911948,6014.2040179119485
351.0,2,2,0.003062492633421539,0.0006151407331759149,0.6014095392733214,6014.095392733214
1154.0,1,2,0.003386080261785564,0.00015180278645875205,0.6013999729406518,6013.999729406519
1093.0,1,2,0.003263522026742902,0.00019584152170212243,0.6013641612672078,6013.641612672078
776.0,1,2,0.003171673861791261,0.0002976182019412867,0.6013579550052989,6013.579550052988
1234.0,2,2,0.002963357414065987,0.0005525474789590611,0.6013511072093141,6013.511072093141
882.0,1,2,0.002992508282483531,0.0004966188646414532,0.6013459889723858,6013.4598897238575
358.0,1,2,0.003022041396534049,0.0004483250949659664,0.6013433140871034,6013.433140871034
960.0,1,2,0.002999233897046502,0.0003753916064475341,0.6013123110407529,6013.123110407529
996.0,2,2,0.0029878227250574284,0.000271761759654424,0.6012766576179193,6012.766576179192
998.0,1,2,0.0029716676780006048,0.00026907763533645467,0.6012693903618012,6012.693903618012
770.0,4,2,0.002385250921302101,0.0009523076658542894,0.6012397926682771,6012.397926682771
85.0,1,2,0.0016734819108621608,0.0018946073348642108,0.6012377749648041,6012.377749648042
